author,year,loc,spcd,common_name,sample_size,st_meand_bh,st_mind_bh,st_maxd_bh,lat,lon,prec,lat_lon_der,loc_desc,state
Westfall_Scott_NE,,42_33_38,762,black cherry,1,9.1,9.1,9.1,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_39,372,sweet birch,1,10,10,10,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_4,316,red maple,1,11.2,11.2,11.2,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_4,832,chestnut oak,1,11.2,11.2,11.2,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_41,125,red pine,1,3.8,3.8,3.8,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_42,951,American basswood,1,10.3,10.3,10.3,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_43,318,sugar maple,1,11.5,11.5,11.5,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_44,371,yellow birch,1,6.4,6.4,6.4,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_45,743,bigtooth aspen,1,11.6,11.6,11.6,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_46,372,sweet birch,1,6.6,6.6,6.6,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_47,832,chestnut oak,1,4.3,4.3,4.3,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_48,806,scarlet oak,1,12.7,12.7,12.7,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_49,746,quaking aspen,1,3.8,3.8,3.8,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_50,832,chestnut oak,1,15.1,15.1,15.1,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_51,833,northern red oak,1,16.4,16.4,16.4,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_7,318,sugar maple,1,14.8,14.8,14.8,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_7,407,shagbark hickory,1,3.3,3.3,3.3,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_8,261,eastern hemlock,1,5.5,5.5,5.5,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_8,743,bigtooth aspen,1,16.6,16.6,16.6,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_8,833,northern red oak,1,11.3,11.3,11.3,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_9,316,red maple,1,3.2,3.2,3.2,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_9,762,black cherry,1,7.3,7.3,7.3,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_9,802,white oak,1,12,12,12,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_39_1,261,eastern hemlock,1,18.5,18.5,18.5,41.7,-80.1,,,Crawford County PA,Pennsylvania
Westfall_Scott_NE,,42_39_1,621,yellow-poplar,1,20.7,20.7,20.7,41.7,-80.1,,,Crawford County PA,Pennsylvania
Westfall_Scott_NE,,42_39_1,762,black cherry,1,6,6,6,41.7,-80.1,,,Crawford County PA,Pennsylvania
Westfall_Scott_NE,,42_41_16,621,yellow-poplar,1,3.6,3.6,3.6,40.2,-77.3,,,Cumberland County PA,Pennsylvania
Westfall_Scott_NE,,42_41_16,762,black cherry,1,3.3,3.3,3.3,40.2,-77.3,,,Cumberland County PA,Pennsylvania
Westfall_Scott_NE,,42_43_10,901,black locust,1,16.3,16.3,16.3,40.4,-76.8,,,Dauphin County PA,Pennsylvania
Westfall_Scott_NE,,42_43_11,403,pignut hickory,1,12.9,12.9,12.9,40.4,-76.8,,,Dauphin County PA,Pennsylvania
Westfall_Scott_NE,,42_43_12,316,red maple,1,22.5,22.5,22.5,40.4,-76.8,,,Dauphin County PA,Pennsylvania
Westfall_Scott_NE,,42_43_12,762,black cherry,1,7.9,7.9,7.9,40.4,-76.8,,,Dauphin County PA,Pennsylvania
Westfall_Scott_NE,,42_43_12,901,black locust,1,13.1,13.1,13.1,40.4,-76.8,,,Dauphin County PA,Pennsylvania
Westfall_Scott_NE,,42_43_35,372,sweet birch,1,27.3,27.3,27.3,40.4,-76.8,,,Dauphin County PA,Pennsylvania
Westfall_Scott_NE,,42_43_9,541,white ash,1,30,30,30,40.4,-76.8,,,Dauphin County PA,Pennsylvania
Westfall_Scott_NE,,42_47_52,651,cucumbertree,1,15.6,15.6,15.6,41.4,-78.7,,,Elk County PA,Pennsylvania
Westfall_Scott_NE,,42_47_53,318,sugar maple,1,8.4,8.4,8.4,41.4,-78.7,,,Elk County PA,Pennsylvania
Westfall_Scott_NE,,42_47_53,372,sweet birch,1,5,5,5,41.4,-78.7,,,Elk County PA,Pennsylvania
Westfall_Scott_NE,,42_47_53,531,American beech,1,3.6,3.6,3.6,41.4,-78.7,,,Elk County PA,Pennsylvania
Westfall_Scott_NE,,42_47_53,762,black cherry,1,19.5,19.5,19.5,41.4,-78.7,,,Elk County PA,Pennsylvania
Westfall_Scott_NE,,42_47_54,951,American basswood,1,15.2,15.2,15.2,41.4,-78.7,,,Elk County PA,Pennsylvania
Westfall_Scott_NE,,42_49_2,261,eastern hemlock,1,3.4,3.4,3.4,42,-80,,,Erie County PA,Pennsylvania
Westfall_Scott_NE,,42_49_3,130,Scotch pine,1,6.6,6.6,6.6,42,-80,,,Erie County PA,Pennsylvania
Westfall_Scott_NE,,42_55_12,403,pignut hickory,1,5.3,5.3,5.3,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_55_12,837,black oak,1,12.1,12.1,12.1,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_55_13,409,mockemut hickory,1,7.8,7.8,7.8,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_55_13,621,yellow-poplar,1,4.5,4.5,4.5,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_55_13,833,northern red oak,1,7.9,7.9,7.9,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_55_14,621,yellow-poplar,1,9.6,9.6,9.6,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_55_14,832,chestnut oak,1,3.6,3.6,3.6,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_55_23,950,basswood spp.,1,20.2,20.2,20.2,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_55_24,950,basswood spp.,1,15.4,15.4,15.4,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_55_30,762,black cherry,1,3.7,3.7,3.7,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_55_31,132,Virginia pine,1,3.6,3.6,3.6,39.9,-77.7,,,Franklin County PA,Pennsylvania
Westfall_Scott_NE,,42_57_21,832,chestnut oak,1,5.7,5.7,5.7,39.9,-78.1,,,Fulton County PA,Pennsylvania
Westfall_Scott_NE,,42_57_21,833,northern red oak,1,9.2,9.2,9.2,39.9,-78.1,,,Fulton County PA,Pennsylvania
Westfall_Scott_NE,,42_59_5,402,bittemut hickory,1,12.7,12.7,12.7,39.9,-80.2,,,Greene County PA,Pennsylvania
Westfall_Scott_NE,,42_59_5,762,black cherry,1,6.9,6.9,6.9,39.9,-80.2,,,Greene County PA,Pennsylvania
Westfall_Scott_NE,,42_59_5,975,slippery elm,1,9.3,9.3,9.3,39.9,-80.2,,,Greene County PA,Pennsylvania
Westfall_Scott_NE,,42_59_6,403,pignut hickory,1,13.7,13.7,13.7,39.9,-80.2,,,Greene County PA,Pennsylvania
Westfall_Scott_NE,,42_59_6,621,yellow-poplar,1,13.1,13.1,13.1,39.9,-80.2,,,Greene County PA,Pennsylvania
Westfall_Scott_NE,,42_59_7,832,chestnut oak,1,13.1,13.1,13.1,39.9,-80.2,,,Greene County PA,Pennsylvania
Westfall_Scott_NE,,42_59_8,621,yellow-poplar,1,4.4,4.4,4.4,39.9,-80.2,,,Greene County PA,Pennsylvania
Westfall_Scott_NE,,42_61_10,261,eastern hemlock,1,25.3,25.3,25.3,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_10,372,sweet birch,1,15.3,15.3,15.3,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_10,693,blackgum,1,6.4,6.4,6.4,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_10,806,scarlet oak,1,11.1,11.1,11.1,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_10,832,chestnut oak,1,10.6,10.6,10.6,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_21,125,red pine,1,9.4,9.4,9.4,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_21,403,pignut hickory,1,10.1,10.1,10.1,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_21,407,shagbark hickory,1,13.4,13.4,13.4,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_21,762,black cherry,1,5.5,5.5,5.5,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_21,833,northern red oak,1,24.7,24.7,24.7,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_21,901,black locust,1,11.2,11.2,11.2,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_61_21,950,basswood spp.,1,4.1,4.1,4.1,40.4,-78,,,Huntingdon County PA,Pennsylvania
Westfall_Scott_NE,,42_67_26,950,basswood spp.,1,6.2,6.2,6.2,40.5,-77.4,,,Juniata County PA,Pennsylvania
Westfall_Scott_NE,,42_69_1,125,red pine,1,4.1,4.1,4.1,41.4,-75.6,,,Lackawanna County PA,Pennsylvania
Westfall_Scott_NE,,42_71_15,400,hickory spp.,2,9.6,7.1,12.1,40,-76.2,,,Lancaster County PA,Pennsylvania
Westfall_Scott_NE,,42_71_15,762,black cherry,1,10.7,10.7,10.7,40,-76.2,,,Lancaster County PA,Pennsylvania
Westfall_Scott_NE,,42_71_16,832,chestnut oak,1,17.4,17.4,17.4,40,-76.2,,,Lancaster County PA,Pennsylvania
Westfall_Scott_NE,,42_71_16,901,black locust,1,4.4,4.4,4.4,40,-76.2,,,Lancaster County PA,Pennsylvania
Westfall_Scott_NE,,42_71_18,950,basswood spp.,1,11.3,11.3,11.3,40,-76.2,,,Lancaster County PA,Pennsylvania
Westfall_Scott_NE,,42_71_20,541,white ash,1,13.4,13.4,13.4,40,-76.2,,,Lancaster County PA,Pennsylvania
Westfall_Scott_NE,,42_71_20,762,black cherry,1,9.7,9.7,9.7,40,-76.2,,,Lancaster County PA,Pennsylvania
Westfall_Scott_NE,,42_71_26,832,chestnut oak,1,14.8,14.8,14.8,40,-76.2,,,Lancaster County PA,Pennsylvania
Westfall_Scott_NE,,42_73_1,541,white ash,1,9.8,9.8,9.8,41,-80.3,,,Lawrence County PA,Pennsylvania
Westfall_Scott_NE,,42_73_1,762,black cherry,1,4.3,4.3,4.3,41,-80.3,,,Lawrence County PA,Pennsylvania
Westfall_Scott_NE,,42_73_1,972,American elm,1,3.5,3.5,3.5,41,-80.3,,,Lawrence County PA,Pennsylvania
Westfall_Scott_NE,,42_73_2,407,shagbark hickory,1,4.5,4.5,4.5,41,-80.3,,,Lawrence County PA,Pennsylvania
Westfall_Scott_NE,,42_73_2,621,yellow-poplar,1,5.7,5.7,5.7,41,-80.3,,,Lawrence County PA,Pennsylvania
Westfall_Scott_NE,,42_75_13,762,black cherry,1,7.2,7.2,7.2,40.4,-76.5,,,Lebanon County PA,Pennsylvania
Westfall_Scott_NE,,42_75_14,400,hickory spp.,1,15.5,15.5,15.5,40.4,-76.5,,,Lebanon County PA,Pennsylvania
Westfall_Scott_NE,,42_79_1,802,white oak,1,4.1,4.1,4.1,41.2,-76,,,Luzerne County PA,Pennsylvania
Westfall_Scott_NE,,42_79_2,372,sweet birch,1,13.7,13.7,13.7,41.2,-76,,,Luzerne County PA,Pennsylvania
Westfall_Scott_NE,,42_79_3,261,eastern hemlock,1,25.6,25.6,25.6,41.2,-76,,,Luzerne County PA,Pennsylvania
Westfall_Scott_NE,,42_7_6,91,Norway spruce,1,5.4,5.4,5.4,40.7,-80.3,,,Beaver County PA,Pennsylvania
Westfall_Scott_NE,,42_7_6,372,sweet birch,1,3.8,3.8,3.8,40.7,-80.3,,,Beaver County PA,Pennsylvania
Westfall_Scott_NE,,42_7_6,407,shagbark hickory,1,9.4,9.4,9.4,40.7,-80.3,,,Beaver County PA,Pennsylvania
Westfall_Scott_NE,,42_7_6,802,white oak,1,15.7,15.7,15.7,40.7,-80.3,,,Beaver County PA,Pennsylvania
Westfall_Scott_NE,,42_7_6,833,northern red oak,1,14.5,14.5,14.5,40.7,-80.3,,,Beaver County PA,Pennsylvania
Westfall_Scott_NE,,42_87_12,621,yellow-poplar,1,12.2,12.2,12.2,40.6,-77.6,,,Mifflin County PA,Pennsylvania
Westfall_Scott_NE,,42_89_1,372,sweet birch,1,10.5,10.5,10.5,41.1,-75.3,,,Monroe County PA,Pennsylvania
Westfall_Scott_NE,,42_89_2,743,bigtooth aspen,1,11.4,11.4,11.4,41.1,-75.3,,,Monroe County PA,Pennsylvania
Westfall_Scott_NE,,42_89_3,531,American beech,1,16.3,16.3,16.3,41.1,-75.3,,,Monroe County PA,Pennsylvania
Westfall_Scott_NE,,42_89_4,372,sweet birch,1,7,7,7,41.1,-75.3,,,Monroe County PA,Pennsylvania
Westfall_Scott_NE,,42_89_5,316,red maple,1,3.7,3.7,3.7,41.1,-75.3,,,Monroe County PA,Pennsylvania
Westfall_Scott_NE,,42_89_6,832,chestnut oak,1,3.3,3.3,3.3,41.1,-75.3,,,Monroe County PA,Pennsylvania
Westfall_Scott_NE,,42_95_23,407,shagbark hickory,1,8.2,8.2,8.2,40.8,-75.3,,,Northampton County PA,Pennsylvania
Westfall_Scott_NE,,42_95_23,602,black walnut,1,10.7,10.7,10.7,40.8,-75.3,,,Northampton County PA,Pennsylvania
Westfall_Scott_NE,,42_95_23,621,yellow-poplar,1,3.1,3.1,3.1,40.8,-75.3,,,Northampton County PA,Pennsylvania
Westfall_Scott_NE,,42_95_23,762,black cherry,1,3.6,3.6,3.6,40.8,-75.3,,,Northampton County PA,Pennsylvania
Westfall_Scott_NE,,42_95_24,317,silver maple,1,7.6,7.6,7.6,40.8,-75.3,,,Northampton County PA,Pennsylvania
Westfall_Scott_NE,,42_95_24,742,eastern cottonwood,1,7.5,7.5,7.5,40.8,-75.3,,,Northampton County PA,Pennsylvania
Westfall_Scott_NE,,42_99_18,951,American basswood,1,6.7,6.7,6.7,40.4,-77.3,,,Perry County PA,Pennsylvania
Westfall_Scott_NE,,42_99_19,403,pignut hickory,1,5.8,5.8,5.8,40.4,-77.3,,,Perry County PA,Pennsylvania
Westfall_Scott_NE,,42_99_27,950,basswood spp.,1,7.8,7.8,7.8,40.4,-77.3,,,Perry County PA,Pennsylvania
Westfall_Scott_NE,,42_99_28,316,red maple,1,25.6,25.6,25.6,40.4,-77.3,,,Perry County PA,Pennsylvania
Westfall_Scott_NE,,42_99_29,762,black cherry,1,32.2,32.2,32.2,40.4,-77.3,,,Perry County PA,Pennsylvania
Westfall_Scott_NE,,42_9_10,832,chestnut oak,1,4.1,4.1,4.1,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,42_9_10,833,northern red oak,1,10.3,10.3,10.3,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,42_9_11,372,sweet birch,1,9.5,9.5,9.5,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,42_9_11,409,mockemut hickory,1,10.3,10.3,10.3,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,42_9_22,762,black cherry,1,4.4,4.4,4.4,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,42_9_23,261,eastern hemlock,1,17.6,17.6,17.6,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,42_9_23,407,shagbark hickory,1,5.6,5.6,5.6,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,42_9_23,409,mockemut hickory,1,3.5,3.5,3.5,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,42_9_23,621,yellow-poplar,1,13.5,13.5,13.5,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,42_9_23,651,cucumbertree,1,10.5,10.5,10.5,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,42_9_23,837,black oak,1,10.2,10.2,10.2,40,-78.5,,,Bedford County PA,Pennsylvania
Westfall_Scott_NE,,44_9_274,125,red pine,1,9.1,9.1,9.1,41.3,-71.6,,,Washington County RI,NANA
Westfall_Scott_NE,,44_9_275,806,scarlet oak,1,6.9,6.9,6.9,41.3,-71.6,,,Washington County RI,NANA
Westfall_Scott_NE,,44_9_276,316,red maple,1,14.9,14.9,14.9,41.3,-71.6,,,Washington County RI,NANA
Westfall_Scott_NE,,44_9_277,68,eastern redcedar,1,13.2,13.2,13.2,41.3,-71.6,,,Washington County RI,NANA
Westfall_Scott_NE,,50_17_661,12,balsam fir,1,15.4,15.4,15.4,44,-72.4,,,Orange County VT,Vermont
Westfall_Scott_NE,,50_17_724,318,sugar maple,1,11.8,11.8,11.8,44,-72.4,,,Orange County VT,Vermont
Westfall_Scott_NE,,50_17_814,531,American beech,1,8.1,8.1,8.1,44,-72.4,,,Orange County VT,Vermont
Westfall_Scott_NE,,50_1_586,129,eastern white pine,1,5.5,5.5,5.5,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_587,129,eastern white pine,1,6.9,6.9,6.9,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_588,129,eastern white pine,1,8.6,8.6,8.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_589,129,eastern white pine,1,8.4,8.4,8.4,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_591,129,eastern white pine,1,10.9,10.9,10.9,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_592,129,eastern white pine,1,10.4,10.4,10.4,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_596,129,eastern white pine,1,18.4,18.4,18.4,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_598,129,eastern white pine,1,19,19,19,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_599,94,white spruce,1,6.7,6.7,6.7,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_600,94,white spruce,1,5.3,5.3,5.3,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_601,94,white spruce,1,7.6,7.6,7.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_602,94,white spruce,1,6.9,6.9,6.9,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_603,94,white spruce,1,8.6,8.6,8.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_604,94,white spruce,1,9,9,9,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_605,94,white spruce,1,10.1,10.1,10.1,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_606,94,white spruce,1,10.6,10.6,10.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_607,94,white spruce,1,15.5,15.5,15.5,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_608,97,red spruce,1,5.2,5.2,5.2,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_609,97,red spruce,1,5.5,5.5,5.5,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_610,97,red spruce,1,6.8,6.8,6.8,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_611,97,red spruce,1,5.6,5.6,5.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_613,97,red spruce,1,7.1,7.1,7.1,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_614,97,red spruce,1,10.5,10.5,10.5,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_615,97,red spruce,1,11.8,11.8,11.8,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_616,97,red spruce,1,10.5,10.5,10.5,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_619,97,red spruce,1,13.4,13.4,13.4,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_620,97,red spruce,1,14.3,14.3,14.3,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_621,97,red spruce,1,16.1,16.1,16.1,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_622,97,red spruce,1,13.5,13.5,13.5,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_623,97,red spruce,1,17.7,17.7,17.7,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_624,97,red spruce,1,18.1,18.1,18.1,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_625,12,balsam fir,1,3.6,3.6,3.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_626,12,balsam fir,1,4.2,4.2,4.2,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_627,12,balsam fir,1,7.6,7.6,7.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_628,12,balsam fir,1,5.6,5.6,5.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_629,12,balsam fir,1,5.5,5.5,5.5,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_630,12,balsam fir,1,6.1,6.1,6.1,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_631,12,balsam fir,1,5.8,5.8,5.8,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_632,12,balsam fir,1,5.7,5.7,5.7,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_633,12,balsam fir,1,5.6,5.6,5.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_634,12,balsam fir,1,6.3,6.3,6.3,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_635,12,balsam fir,1,8,8,8,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_636,12,balsam fir,1,8.9,8.9,8.9,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_637,12,balsam fir,1,7.5,7.5,7.5,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_640,12,balsam fir,1,10.2,10.2,10.2,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_641,12,balsam fir,1,8.8,8.8,8.8,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_643,12,balsam fir,1,10.4,10.4,10.4,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_644,12,balsam fir,1,8.8,8.8,8.8,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_645,12,balsam fir,1,11.1,11.1,11.1,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_646,12,balsam fir,1,10.1,10.1,10.1,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_647,12,balsam fir,1,9.3,9.3,9.3,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_650,12,balsam fir,1,9.4,9.4,9.4,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_651,12,balsam fir,1,9.6,9.6,9.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_652,12,balsam fir,1,11.2,11.2,11.2,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_653,12,balsam fir,1,8.4,8.4,8.4,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_654,12,balsam fir,1,13.8,13.8,13.8,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_655,12,balsam fir,1,13.6,13.6,13.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_656,12,balsam fir,1,13.4,13.4,13.4,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_657,12,balsam fir,1,14.8,14.8,14.8,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_658,12,balsam fir,1,14.6,14.6,14.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_659,12,balsam fir,1,11.7,11.7,11.7,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_660,12,balsam fir,1,12.7,12.7,12.7,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_662,12,balsam fir,1,13.6,13.6,13.6,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_663,12,balsam fir,1,12.8,12.8,12.8,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_664,12,balsam fir,1,15,15,15,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_665,12,balsam fir,1,16.4,16.4,16.4,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_667,261,eastern hemlock,1,7.2,7.2,7.2,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_674,261,eastern hemlock,1,8.5,8.5,8.5,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_675,261,eastern hemlock,1,10.7,10.7,10.7,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_676,261,eastern hemlock,1,11.5,11.5,11.5,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_678,261,eastern hemlock,1,10.1,10.1,10.1,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_679,261,eastern hemlock,1,11.2,11.2,11.2,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_680,261,eastern hemlock,1,14.8,14.8,14.8,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_681,261,eastern hemlock,1,15.1,15.1,15.1,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_682,261,eastern hemlock,1,15.2,15.2,15.2,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_683,261,eastern hemlock,1,17.7,17.7,17.7,44,-73.1,,,Addison County VT,Vermont
Westfall_Scott_NE,,50_1_684,261,eastern hemlock,1,13.5,13.5,13.5,44,-73.1,,,Addison County VT,Vermont
