author,year,loc,spcd,common_name,sample_size,st_meand_bh,st_mind_bh,st_maxd_bh,lat,lon,prec,lat_lon_der,loc_desc,state
Westfall_Scott_NE,,39_41_14,407,shagbark hickory,1,10.6,10.6,10.6,40.3,-83,,,Delaware County OH,Ohio
Westfall_Scott_NE,,39_41_14,802,white oak,1,11,11,11,40.3,-83,,,Delaware County OH,Ohio
Westfall_Scott_NE,,39_41_14,830,pin oak,1,7.3,7.3,7.3,40.3,-83,,,Delaware County OH,Ohio
Westfall_Scott_NE,,39_41_14,901,black locust,1,9.5,9.5,9.5,40.3,-83,,,Delaware County OH,Ohio
Westfall_Scott_NE,,39_43_1,318,sugar maple,1,15.8,15.8,15.8,41.5,-82.7,,,Erie County OH,NANA
Westfall_Scott_NE,,39_43_1,403,pignut hickory,1,11.7,11.7,11.7,41.5,-82.7,,,Erie County OH,NANA
Westfall_Scott_NE,,39_43_1,951,American basswood,1,11.9,11.9,11.9,41.5,-82.7,,,Erie County OH,NANA
Westfall_Scott_NE,,39_43_1,972,American elm,1,10.9,10.9,10.9,41.5,-82.7,,,Erie County OH,NANA
Westfall_Scott_NE,,39_47_86,317,silver maple,1,3.7,3.7,3.7,39.6,-83.5,,,Fayette County OH,Ohio
Westfall_Scott_NE,,39_47_87,462,hackberry,1,9.1,9.1,9.1,39.6,-83.5,,,Fayette County OH,Ohio
Westfall_Scott_NE,,39_49_1,318,sugar maple,1,8.8,8.8,8.8,40,-83,,,Franklin County OH,Ohio
Westfall_Scott_NE,,39_49_1,409,mockemut hickory,1,8.1,8.1,8.1,40,-83,,,Franklin County OH,Ohio
Westfall_Scott_NE,,39_49_1,541,white ash,1,18.5,18.5,18.5,40,-83,,,Franklin County OH,Ohio
Westfall_Scott_NE,,39_49_1,802,white oak,1,15.1,15.1,15.1,40,-83,,,Franklin County OH,Ohio
Westfall_Scott_NE,,39_49_52,317,silver maple,1,16.6,16.6,16.6,40,-83,,,Franklin County OH,Ohio
Westfall_Scott_NE,,39_49_53,602,black walnut,1,17.2,17.2,17.2,40,-83,,,Franklin County OH,Ohio
Westfall_Scott_NE,,39_49_54,742,eastern cottonwood,1,11.1,11.1,11.1,40,-83,,,Franklin County OH,Ohio
Westfall_Scott_NE,,39_51_20,731,American sycamore,1,31.6,31.6,31.6,41.6,-84.1,,,Fulton County OH,Ohio
Westfall_Scott_NE,,39_51_20,742,eastern cottonwood,1,8.5,8.5,8.5,41.6,-84.1,,,Fulton County OH,Ohio
Westfall_Scott_NE,,39_51_20,826,chinkapin oak,1,10.3,10.3,10.3,41.6,-84.1,,,Fulton County OH,Ohio
Westfall_Scott_NE,,39_57_24,68,eastern redcedar,1,4.4,4.4,4.4,39.7,-83.9,,,Greene County OH,Ohio
Westfall_Scott_NE,,39_57_24,541,white ash,1,4.1,4.1,4.1,39.7,-83.9,,,Greene County OH,Ohio
Westfall_Scott_NE,,39_57_24,762,black cherry,1,6.7,6.7,6.7,39.7,-83.9,,,Greene County OH,Ohio
Westfall_Scott_NE,,39_59_5,402,bittemut hickory,1,7.6,7.6,7.6,40.1,-81.5,,,Guernsey County OH,Ohio
Westfall_Scott_NE,,39_59_5,407,shagbark hickory,1,14.4,14.4,14.4,40.1,-81.5,,,Guernsey County OH,Ohio
Westfall_Scott_NE,,39_59_5,602,black walnut,1,12.1,12.1,12.1,40.1,-81.5,,,Guernsey County OH,Ohio
Westfall_Scott_NE,,39_59_5,621,yellow-poplar,1,16.7,16.7,16.7,40.1,-81.5,,,Guernsey County OH,Ohio
Westfall_Scott_NE,,39_59_5,743,bigtooth aspen,1,12.1,12.1,12.1,40.1,-81.5,,,Guernsey County OH,Ohio
Westfall_Scott_NE,,39_59_5,837,black oak,1,14,14,14,40.1,-81.5,,,Guernsey County OH,Ohio
Westfall_Scott_NE,,39_59_5,975,slippery elm,1,3.6,3.6,3.6,40.1,-81.5,,,Guernsey County OH,Ohio
Westfall_Scott_NE,,39_5_26,409,mockemut hickory,1,16.5,16.5,16.5,40.8,-82.3,,,Ashland County OH,Ohio
Westfall_Scott_NE,,39_5_26,743,bigtooth aspen,1,15,15,15,40.8,-82.3,,,Ashland County OH,Ohio
Westfall_Scott_NE,,39_5_26,802,white oak,1,29.7,29.7,29.7,40.8,-82.3,,,Ashland County OH,Ohio
Westfall_Scott_NE,,39_5_26,833,northern red oak,1,22.8,22.8,22.8,40.8,-82.3,,,Ashland County OH,Ohio
Westfall_Scott_NE,,39_5_27,317,silver maple,1,3.6,3.6,3.6,40.8,-82.3,,,Ashland County OH,Ohio
Westfall_Scott_NE,,39_5_27,402,bittemut hickory,1,8.7,8.7,8.7,40.8,-82.3,,,Ashland County OH,Ohio
Westfall_Scott_NE,,39_5_32,602,black walnut,1,9.6,9.6,9.6,40.8,-82.3,,,Ashland County OH,Ohio
Westfall_Scott_NE,,39_5_32,731,American sycamore,1,28.4,28.4,28.4,40.8,-82.3,,,Ashland County OH,Ohio
Westfall_Scott_NE,,39_67_29,407,shagbark hickory,1,9.5,9.5,9.5,40.3,-81.1,,,Harrison County OH,Ohio
Westfall_Scott_NE,,39_67_29,621,yellow-poplar,1,4.1,4.1,4.1,40.3,-81.1,,,Harrison County OH,Ohio
Westfall_Scott_NE,,39_67_29,762,black cherry,1,20.2,20.2,20.2,40.3,-81.1,,,Harrison County OH,Ohio
Westfall_Scott_NE,,39_67_29,802,white oak,1,30.6,30.6,30.6,40.3,-81.1,,,Harrison County OH,Ohio
Westfall_Scott_NE,,39_67_29,837,black oak,1,19.4,19.4,19.4,40.3,-81.1,,,Harrison County OH,Ohio
Westfall_Scott_NE,,39_67_30,132,Virginia pine,1,4.4,4.4,4.4,40.3,-81.1,,,Harrison County OH,Ohio
Westfall_Scott_NE,,39_67_30,762,black cherry,1,25,25,25,40.3,-81.1,,,Harrison County OH,Ohio
Westfall_Scott_NE,,39_71_79,804,swamp white oak,1,9.6,9.6,9.6,39.2,-83.6,,,Highland County OH,Ohio
Westfall_Scott_NE,,39_71_80,830,pin oak,1,16.2,16.2,16.2,39.2,-83.6,,,Highland County OH,Ohio
Westfall_Scott_NE,,39_73_103,970,elm spp.,1,3.9,3.9,3.9,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_73_104,132,Virginia pine,1,10.9,10.9,10.9,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_73_47,970,elm spp.,1,11.7,11.7,11.7,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_73_48,743,bigtooth aspen,1,3.6,3.6,3.6,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_73_49,317,silver maple,1,20,20,20,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_73_59,802,white oak,1,24,24,24,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_73_60,762,black cherry,1,4.3,4.3,4.3,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_73_61,407,shagbark hickory,1,11.1,11.1,11.1,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_73_62,951,American basswood,1,8.8,8.8,8.8,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_73_63,621,yellow-poplar,1,15.3,15.3,15.3,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_73_64,832,chestnut oak,1,26.5,26.5,26.5,39.5,-82.5,,,Hocking County OH,Ohio
Westfall_Scott_NE,,39_75_34,317,silver maple,1,16,16,16,40.6,-81.9,,,Holmes County OH,Ohio
Westfall_Scott_NE,,39_75_34,552,honeylocust,1,14.6,14.6,14.6,40.6,-81.9,,,Holmes County OH,Ohio
Westfall_Scott_NE,,39_75_34,731,American sycamore,1,24.7,24.7,24.7,40.6,-81.9,,,Holmes County OH,Ohio
Westfall_Scott_NE,,39_75_34,742,eastern cottonwood,1,16.4,16.4,16.4,40.6,-81.9,,,Holmes County OH,Ohio
Westfall_Scott_NE,,39_75_35,531,American beech,1,16.6,16.6,16.6,40.6,-81.9,,,Holmes County OH,Ohio
Westfall_Scott_NE,,39_75_35,621,yellow-poplar,1,2.8,2.8,2.8,40.6,-81.9,,,Holmes County OH,Ohio
Westfall_Scott_NE,,39_77_12,951,American basswood,1,3.7,3.7,3.7,41.1,-82.6,,,Huron County OH,Ohio
Westfall_Scott_NE,,39_79_67,132,Virginia pine,1,8.6,8.6,8.6,39,-82.6,,,Jackson County OH,Ohio
Westfall_Scott_NE,,39_79_68,403,pignut hickory,1,4.1,4.1,4.1,39,-82.6,,,Jackson County OH,Ohio
Westfall_Scott_NE,,39_79_69,621,yellow-poplar,1,5.1,5.1,5.1,39,-82.6,,,Jackson County OH,Ohio
Westfall_Scott_NE,,39_79_70,373,river birch,1,14,14,14,39,-82.6,,,Jackson County OH,Ohio
Westfall_Scott_NE,,39_79_71,802,white oak,1,15.8,15.8,15.8,39,-82.6,,,Jackson County OH,Ohio
Westfall_Scott_NE,,39_79_72,407,shagbark hickory,1,3.9,3.9,3.9,39,-82.6,,,Jackson County OH,Ohio
Westfall_Scott_NE,,39_79_73,693,blackgum,1,6.8,6.8,6.8,39,-82.6,,,Jackson County OH,Ohio
Westfall_Scott_NE,,39_79_74,125,red pine,1,4.8,4.8,4.8,39,-82.6,,,Jackson County OH,Ohio
Westfall_Scott_NE,,39_79_75,802,white oak,1,26.5,26.5,26.5,39,-82.6,,,Jackson County OH,Ohio
Westfall_Scott_NE,,39_81_36,731,American sycamore,1,27.2,27.2,27.2,40.4,-80.8,,,Jefferson County OH,Ohio
Westfall_Scott_NE,,39_81_36,975,slippery elm,1,12.5,12.5,12.5,40.4,-80.8,,,Jefferson County OH,Ohio
Westfall_Scott_NE,,39_91_16,68,eastern redcedar,1,5.1,5.1,5.1,40.4,-83.8,,,Logan County OH,Ohio
Westfall_Scott_NE,,39_91_16,762,black cherry,1,5.9,5.9,5.9,40.4,-83.8,,,Logan County OH,Ohio
Westfall_Scott_NE,,39_91_16,830,pin oak,1,18.2,18.2,18.2,40.4,-83.8,,,Logan County OH,Ohio
Westfall_Scott_NE,,39_91_7,318,sugar maple,1,3.6,3.6,3.6,40.4,-83.8,,,Logan County OH,Ohio
Westfall_Scott_NE,,39_91_7,407,shagbark hickory,1,5.4,5.4,5.4,40.4,-83.8,,,Logan County OH,Ohio
Westfall_Scott_NE,,39_91_7,972,American elm,1,3.8,3.8,3.8,40.4,-83.8,,,Logan County OH,Ohio
Westfall_Scott_NE,,39_95_21,804,swamp white oak,1,12.7,12.7,12.7,41.6,-83.7,,,Lucas County OH,Ohio
Westfall_Scott_NE,,39_9_109,804,swamp white oak,1,25.4,25.4,25.4,39.3,-82,,,Athens County OH,Ohio
Westfall_Scott_NE,,39_9_111,330,buckeye spp.,1,9.3,9.3,9.3,39.3,-82,,,Athens County OH,Ohio
Westfall_Scott_NE,,39_9_112,970,elm spp.,1,11.3,11.3,11.3,39.3,-82,,,Athens County OH,Ohio
Westfall_Scott_NE,,42_103_1,832,chestnut oak,1,6,6,6,41.3,-75,,,Pike County PA,Pennsylvania
Westfall_Scott_NE,,42_103_2,261,eastern hemlock,1,16.4,16.4,16.4,41.3,-75,,,Pike County PA,Pennsylvania
Westfall_Scott_NE,,42_103_3,832,chestnut oak,1,12.4,12.4,12.4,41.3,-75,,,Pike County PA,Pennsylvania
Westfall_Scott_NE,,42_103_4,372,sweet birch,1,3.5,3.5,3.5,41.3,-75,,,Pike County PA,Pennsylvania
Westfall_Scott_NE,,42_103_5,832,chestnut oak,1,4.6,4.6,4.6,41.3,-75,,,Pike County PA,Pennsylvania
Westfall_Scott_NE,,42_103_6,261,eastern hemlock,1,9.5,9.5,9.5,41.3,-75,,,Pike County PA,Pennsylvania
Westfall_Scott_NE,,42_103_7,832,chestnut oak,1,4,4,4,41.3,-75,,,Pike County PA,Pennsylvania
Westfall_Scott_NE,,42_107_1,832,chestnut oak,1,3.9,3.9,3.9,40.7,-76.2,,,Schuylkill County PA,Pennsylvania
Westfall_Scott_NE,,42_109_11,372,sweet birch,1,6.4,6.4,6.4,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_11,802,white oak,1,15.5,15.5,15.5,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_11,832,chestnut oak,1,9.3,9.3,9.3,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_2,833,northern red oak,1,14.8,14.8,14.8,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_21,130,Scotch pine,1,13.3,13.3,13.3,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_22,950,basswood spp.,1,3.2,3.2,3.2,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_22,972,American elm,1,15.6,15.6,15.6,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_25,531,American beech,1,29.7,29.7,29.7,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_3,832,chestnut oak,1,14.2,14.2,14.2,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_4,832,chestnut oak,1,27.6,27.6,27.6,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_4,833,northern red oak,1,17.5,17.5,17.5,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_5,316,red maple,1,16.7,16.7,16.7,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_5,621,yellow-poplar,1,26.9,26.9,26.9,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_109_7,832,chestnut oak,1,15.7,15.7,15.7,40.8,-77.1,,,Snyder County PA,Pennsylvania
Westfall_Scott_NE,,42_111_13,802,white oak,1,9.5,9.5,9.5,40,-79,,,Somerset County PA,Pennsylvania
Westfall_Scott_NE,,42_111_14,405,shellbark hickory,1,3.2,3.2,3.2,40,-79,,,Somerset County PA,Pennsylvania
Westfall_Scott_NE,,42_111_8,125,red pine,1,8.6,8.6,8.6,40,-79,,,Somerset County PA,Pennsylvania
Westfall_Scott_NE,,42_111_8,372,sweet birch,1,5.9,5.9,5.9,40,-79,,,Somerset County PA,Pennsylvania
Westfall_Scott_NE,,42_111_8,762,black cherry,1,8.7,8.7,8.7,40,-79,,,Somerset County PA,Pennsylvania
Westfall_Scott_NE,,42_115_1,950,basswood spp.,1,9.3,9.3,9.3,41.8,-75.8,,,Susquehanna County PA,Pennsylvania
Westfall_Scott_NE,,42_115_21,950,basswood spp.,1,13.4,13.4,13.4,41.8,-75.8,,,Susquehanna County PA,Pennsylvania
Westfall_Scott_NE,,42_119_6,802,white oak,1,25.2,25.2,25.2,41,-77.1,,,Union County PA,Pennsylvania
Westfall_Scott_NE,,42_119_8,837,black oak,1,20.3,20.3,20.3,41,-77.1,,,Union County PA,Pennsylvania
Westfall_Scott_NE,,42_11_17,372,sweet birch,1,9,9,9,40.4,-75.9,,,Berks County PA,Pennsylvania
Westfall_Scott_NE,,42_11_17,400,hickory spp.,1,15.4,15.4,15.4,40.4,-75.9,,,Berks County PA,Pennsylvania
Westfall_Scott_NE,,42_11_17,403,pignut hickory,1,4.1,4.1,4.1,40.4,-75.9,,,Berks County PA,Pennsylvania
Westfall_Scott_NE,,42_11_17,832,chestnut oak,1,3.6,3.6,3.6,40.4,-75.9,,,Berks County PA,Pennsylvania
Westfall_Scott_NE,,42_11_17,833,northern red oak,1,9.3,9.3,9.3,40.4,-75.9,,,Berks County PA,Pennsylvania
Westfall_Scott_NE,,42_11_19,621,yellow-poplar,1,6.2,6.2,6.2,40.4,-75.9,,,Berks County PA,Pennsylvania
Westfall_Scott_NE,,42_11_25,403,pignut hickory,1,14,14,14,40.4,-75.9,,,Berks County PA,Pennsylvania
Westfall_Scott_NE,,42_127_5,951,American basswood,1,4.6,4.6,4.6,41.6,-75.3,,,Wayne County PA,Pennsylvania
Westfall_Scott_NE,,42_129_7,261,eastern hemlock,1,26.2,26.2,26.2,40.3,-79.5,,,Westmoreland County PA,Pennsylvania
Westfall_Scott_NE,,42_129_7,403,pignut hickory,1,14.1,14.1,14.1,40.3,-79.5,,,Westmoreland County PA,Pennsylvania
Westfall_Scott_NE,,42_129_7,621,yellow-poplar,1,14.4,14.4,14.4,40.3,-79.5,,,Westmoreland County PA,Pennsylvania
Westfall_Scott_NE,,42_131_1,261,eastern hemlock,1,16.3,16.3,16.3,41.5,-76,,,Wyoming County PA,Pennsylvania
Westfall_Scott_NE,,42_131_2,261,eastern hemlock,1,11.8,11.8,11.8,41.5,-76,,,Wyoming County PA,Pennsylvania
Westfall_Scott_NE,,42_131_2,832,chestnut oak,1,5,5,5,41.5,-76,,,Wyoming County PA,Pennsylvania
Westfall_Scott_NE,,42_133_17,68,eastern redcedar,1,3.6,3.6,3.6,39.9,-76.7,,,York County PA,Pennsylvania
Westfall_Scott_NE,,42_17_18,407,shagbark hickory,1,12.9,12.9,12.9,40.3,-75.1,,,Bucks County PA,Pennsylvania
Westfall_Scott_NE,,42_17_18,409,mockemut hickory,1,9.7,9.7,9.7,40.3,-75.1,,,Bucks County PA,Pennsylvania
Westfall_Scott_NE,,42_17_18,541,white ash,1,11.3,11.3,11.3,40.3,-75.1,,,Bucks County PA,Pennsylvania
Westfall_Scott_NE,,42_17_18,621,yellow-poplar,1,15.9,15.9,15.9,40.3,-75.1,,,Bucks County PA,Pennsylvania
Westfall_Scott_NE,,42_17_18,837,black oak,1,16.3,16.3,16.3,40.3,-75.1,,,Bucks County PA,Pennsylvania
Westfall_Scott_NE,,42_17_22,407,shagbark hickory,1,3.1,3.1,3.1,40.3,-75.1,,,Bucks County PA,Pennsylvania
Westfall_Scott_NE,,42_17_22,602,black walnut,1,14.2,14.2,14.2,40.3,-75.1,,,Bucks County PA,Pennsylvania
Westfall_Scott_NE,,42_17_22,621,yellow-poplar,1,27.4,27.4,27.4,40.3,-75.1,,,Bucks County PA,Pennsylvania
Westfall_Scott_NE,,42_19_3,126,pitch pine,1,11.6,11.6,11.6,40.9,-79.9,,,Butler County PA,Pennsylvania
Westfall_Scott_NE,,42_19_3,762,black cherry,1,3.5,3.5,3.5,40.9,-79.9,,,Butler County PA,Pennsylvania
Westfall_Scott_NE,,42_19_4,316,red maple,1,3.3,3.3,3.3,40.9,-79.9,,,Butler County PA,Pennsylvania
Westfall_Scott_NE,,42_19_4,407,shagbark hickory,1,9.9,9.9,9.9,40.9,-79.9,,,Butler County PA,Pennsylvania
Westfall_Scott_NE,,42_19_4,541,white ash,1,4.7,4.7,4.7,40.9,-79.9,,,Butler County PA,Pennsylvania
Westfall_Scott_NE,,42_19_4,833,northern red oak,1,7.6,7.6,7.6,40.9,-79.9,,,Butler County PA,Pennsylvania
Westfall_Scott_NE,,42_19_4,837,black oak,2,11.6,6.9,16.3,40.9,-79.9,,,Butler County PA,Pennsylvania
Westfall_Scott_NE,,42_19_4,950,basswood spp.,1,6.6,6.6,6.6,40.9,-79.9,,,Butler County PA,Pennsylvania
Westfall_Scott_NE,,42_19_5,316,red maple,1,4.3,4.3,4.3,40.9,-79.9,,,Butler County PA,Pennsylvania
Westfall_Scott_NE,,42_1_15,126,pitch pine,1,11.9,11.9,11.9,39.9,-77.2,,,Adams County PA,Pennsylvania
Westfall_Scott_NE,,42_1_15,832,chestnut oak,1,3.8,3.8,3.8,39.9,-77.2,,,Adams County PA,Pennsylvania
Westfall_Scott_NE,,42_21_9,316,red maple,1,16.2,16.2,16.2,40.5,-78.7,,,Cambria County PA,Pennsylvania
Westfall_Scott_NE,,42_21_9,621,yellow-poplar,1,5.7,5.7,5.7,40.5,-78.7,,,Cambria County PA,Pennsylvania
Westfall_Scott_NE,,42_21_9,651,cucumbertree,1,10.7,10.7,10.7,40.5,-78.7,,,Cambria County PA,Pennsylvania
Westfall_Scott_NE,,42_21_9,762,black cherry,1,14.6,14.6,14.6,40.5,-78.7,,,Cambria County PA,Pennsylvania
Westfall_Scott_NE,,42_21_9,951,American basswood,1,28.2,28.2,28.2,40.5,-78.7,,,Cambria County PA,Pennsylvania
Westfall_Scott_NE,,42_23_34,531,American beech,1,5,5,5,41.4,-78.2,,,Cameron County PA,Pennsylvania
Westfall_Scott_NE,,42_25_1,261,eastern hemlock,1,16,16,16,40.9,-75.7,,,Carbon County PA,Pennsylvania
Westfall_Scott_NE,,42_25_2,832,chestnut oak,1,4.5,4.5,4.5,40.9,-75.7,,,Carbon County PA,Pennsylvania
Westfall_Scott_NE,,42_25_3,372,sweet birch,1,8,8,8,40.9,-75.7,,,Carbon County PA,Pennsylvania
Westfall_Scott_NE,,42_25_4,832,chestnut oak,1,4,4,4,40.9,-75.7,,,Carbon County PA,Pennsylvania
Westfall_Scott_NE,,42_25_5,832,chestnut oak,1,4,4,4,40.9,-75.7,,,Carbon County PA,Pennsylvania
Westfall_Scott_NE,,42_27_10,316,red maple,1,6.1,6.1,6.1,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_10,693,blackgum,1,6.2,6.2,6.2,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_11,832,chestnut oak,1,8.2,8.2,8.2,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_11,833,northern red oak,1,7.8,7.8,7.8,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_15,261,eastern hemlock,1,10.1,10.1,10.1,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_15,372,sweet birch,1,9.7,9.7,9.7,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_15,531,American beech,1,7.3,7.3,7.3,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_15,743,bigtooth aspen,1,5.5,5.5,5.5,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_15,833,northern red oak,1,15.4,15.4,15.4,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_2,802,white oak,1,13.7,13.7,13.7,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_3,130,Scotch pine,1,5.7,5.7,5.7,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_3,316,red maple,1,7,7,7,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_3,400,hickory spp.,1,3,3,3,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_3,762,black cherry,1,17.3,17.3,17.3,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_5,126,pitch pine,1,10.5,10.5,10.5,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_5,316,red maple,1,8.9,8.9,8.9,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_5,832,chestnut oak,1,15.1,15.1,15.1,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_6,316,red maple,1,6.6,6.6,6.6,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_6,743,bigtooth aspen,1,11.7,11.7,11.7,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_6,802,white oak,1,25.8,25.8,25.8,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_27_6,833,northern red oak,1,11.2,11.2,11.2,40.9,-77.8,,,Centre County PA,Pennsylvania
Westfall_Scott_NE,,42_33_1,129,eastern white pine,1,4.7,4.7,4.7,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_1,802,white oak,1,15.1,15.1,15.1,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_1,833,northern red oak,1,17.6,17.6,17.6,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_12,125,red pine,1,6.6,6.6,6.6,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_13,372,sweet birch,1,3.2,3.2,3.2,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_14,372,sweet birch,1,4,4,4,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_16,318,sugar maple,1,14.3,14.3,14.3,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_16,541,white ash,1,13.3,13.3,13.3,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_17,531,American beech,1,35.3,35.3,35.3,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_18,372,sweet birch,1,5.2,5.2,5.2,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_19,762,black cherry,1,6.2,6.2,6.2,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_20,531,American beech,1,15,15,15,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_20,762,black cherry,1,18.6,18.6,18.6,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_21,318,sugar maple,1,7.9,7.9,7.9,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_22,316,red maple,1,17,17,17,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_22,372,sweet birch,1,13.1,13.1,13.1,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_23,832,chestnut oak,1,22.5,22.5,22.5,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_23,833,northern red oak,1,25.2,25.2,25.2,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_24,802,white oak,1,5.1,5.1,5.1,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_25,372,sweet birch,1,3.7,3.7,3.7,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_26,743,bigtooth aspen,1,4.5,4.5,4.5,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_27,129,eastern white pine,1,20.2,20.2,20.2,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_28,541,white ash,1,17.8,17.8,17.8,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_29,531,American beech,1,6.5,6.5,6.5,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_30,762,black cherry,1,13.7,13.7,13.7,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_31,833,northern red oak,1,8,8,8,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_32,316,red maple,1,17.9,17.9,17.9,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_33,832,chestnut oak,1,9.3,9.3,9.3,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_35,743,bigtooth aspen,1,7.9,7.9,7.9,41,-78.5,,,Clearfield County PA,Pennsylvania
Westfall_Scott_NE,,42_33_36,762,black cherry,1,7.3,7.3,7.3,41,-78.5,,,Clearfield County PA,Pennsylvania
