author,loc,spcd,treeno,section_id,ob_d_bot,ob_d_top,ib_d_bot,ib_d_top,len,ht,wdbk_gw,wd_gw,bk_gw,wdbk_dw,wd_dw,bk_dw,wdbk_cv,wd_cv,bk_cv,cen,wd_def1d_1,wd_def1d_2,wd_def1len,wd_def1cl,wd_def2cl,wd_def2d_1,wd_def2d_2,wd_def2len,wd_def3cl_1,wd_def3d_1,wd_def3d_2,wd_def3len,wdbk_d_kerf,wdbk_wid_kerf,wdbk_gw_kerf,wdbk_ar,wd_ar
Smalley_Bowater,1,131,114,5,8.1,8,7.5,7.5,5.25,22,110,,,,,,1.86,1.61,0.24,1,,,,,,,,,,,,,,,,11.06,10.31
Smalley_Bowater,1,131,114,6,8,6.9,7.5,6.5,5.25,27.2,95,,,,,,1.6,1.41,0.19,1,,,,,,,,,,,,,,,,10.24,9.62
Smalley_Bowater,1,131,114,7,6.9,6.2,6.5,5.8,5.25,32.5,75,,,,,,1.23,1.09,0.15,1,,,,,,,,,,,,,,,,9,8.45
Smalley_Bowater,1,131,114,8,6.2,5.5,5.8,5.1,5.25,37.8,60,,,,,,0.98,0.85,0.13,1,,,,,,,,,,,,,,,,8.04,7.49
Smalley_Bowater,1,131,114,9,5.5,3.7,5.1,3.4,5.25,43,35,,,,,,0.63,0.54,0.09,1,,,,,,,,,,,,,,,,6.32,5.84
Smalley_Bowater,1,131,115,1,16.5,13.5,14.8,11.8,5.25,1,335,,,,,,6.51,5.13,1.38,1,,,,,,,,,,,,,,,,20.62,18.28
Smalley_Bowater,1,131,115,2,13.5,12.8,11.8,11.6,5.25,6.2,275,,,,,,4.95,3.92,1.03,1,,,,,,,,,,,,,,,,18.07,16.08
Smalley_Bowater,1,131,115,3,12.8,12.5,11.6,11.4,5.25,11.5,270,,,,,,4.58,3.79,0.8,1,,,,,,,,,,,,,,,,17.39,15.81
Smalley_Bowater,1,131,115,4,12.5,12.2,11.4,11.3,5.25,16.8,260,,,,,,4.37,3.69,0.68,1,,,,,,,,,,,,,,,,16.97,15.6
Smalley_Bowater,1,131,115,5,12.2,11.2,11.3,10.5,5.25,22,240,,,,,,3.93,3.41,0.52,1,,,,,,,,,,,,,,,,16.08,14.98
Smalley_Bowater,1,131,115,6,11.2,10.5,10.5,9.8,5.25,27.2,215,,,,,,3.37,2.95,0.42,1,,,,,,,,,,,,,,,,14.91,13.95
Smalley_Bowater,1,131,115,7,10.5,9.7,9.8,9,5.25,32.5,185,,,,,,2.93,2.53,0.39,1,,,,,,,,,,,,,,,,13.88,12.92
Smalley_Bowater,1,131,115,8,9.7,9.3,9,8.8,5.25,37.8,165,,,,,,2.59,2.27,0.32,1,,,,,,,,,,,,,,,,13.06,12.23
Smalley_Bowater,1,131,115,9,9.3,8.2,8.8,7.6,5.25,43,135,,,,,,2.2,1.94,0.27,1,,,,,,,,,,,,,,,,12.03,11.27
Smalley_Bowater,1,131,115,10,8.2,6.7,7.6,6.2,5.25,48.2,105,,,,,,1.61,1.38,0.23,1,,,,,,,,,,,,,,,,10.24,9.48
Smalley_Bowater,1,131,115,11,6.7,5.3,6.2,5,5.25,53.5,65,,,,,,1.04,0.91,0.14,1,,,,,,,,,,,,,,,,8.25,7.7
Smalley_Bowater,1,131,116,1,13.3,11.3,12.5,10.5,5.25,1,240,,,,,,4.36,3.82,0.55,1,,,,,,,,,,,,,,,,16.91,15.81
Smalley_Bowater,1,131,116,2,11.3,10.4,10.5,9.9,5.25,6.2,210,,,,,,3.38,2.98,0.39,1,,,,,,,,,,,,,,,,14.91,14.02
Smalley_Bowater,1,131,116,3,10.4,10.1,9.9,9.6,5.25,11.5,200,,,,,,3.01,2.72,0.29,1,,,,,,,,,,,,,,,,14.09,13.4
Smalley_Bowater,1,131,116,4,10.1,9.7,9.6,9.2,5.25,16.8,185,,,,,,2.81,2.53,0.28,1,,,,,,,,,,,,,,,,13.61,12.92
Smalley_Bowater,1,131,116,5,9.7,9.1,9.2,8.7,5.25,22,165,,,,,,2.53,2.3,0.24,1,,,,,,,,,,,,,,,,12.92,12.3
Smalley_Bowater,1,131,116,6,9.1,8.7,8.7,8.3,5.25,27.2,145,,,,,,2.27,2.07,0.2,1,,,,,,,,,,,,,,,,12.23,11.68
Smalley_Bowater,1,131,116,7,8.7,8.2,8.3,7.9,5.25,32.5,130,,,,,,2.05,1.88,0.17,1,,,,,,,,,,,,,,,,11.61,11.13
Smalley_Bowater,1,131,116,8,8.2,7.4,7.9,7.1,5.25,37.8,110,,,,,,1.75,1.62,0.13,1,,,,,,,,,,,,,,,,10.72,10.31
Smalley_Bowater,1,131,116,9,7.4,6.7,7.1,6.4,5.25,43,95,,,,,,1.43,1.31,0.12,1,,,,,,,,,,,,,,,,9.69,9.28
Smalley_Bowater,1,131,116,10,6.7,5.7,6.4,5.5,5.25,48.2,70,,,,,,1.11,1.02,0.09,1,,,,,,,,,,,,,,,,8.52,8.18
Smalley_Bowater,1,131,116,11,5.7,4.2,5.5,4,5.25,53.5,45,,,,,,0.72,0.66,0.06,1,,,,,,,,,,,,,,,,6.8,6.53
Smalley_Bowater,1,131,117,1,14.4,11.8,13.5,10.9,5.25,1,280,,,,,,4.96,4.31,0.65,1,,,,,,,,,,,,,,,,18.01,16.77
Smalley_Bowater,1,131,117,2,11.8,11.3,10.9,10.7,5.25,6.2,230,,,,,,3.82,3.34,0.48,1,,,,,,,,,,,,,,,,15.87,14.84
Smalley_Bowater,1,131,117,3,11.3,11,10.7,10.3,5.25,11.5,220,,,,,,3.56,3.16,0.4,1,,,,,,,,,,,,,,,,15.33,14.43
Smalley_Bowater,1,131,117,4,11,10.2,10.3,9.7,5.25,16.8,205,,,,,,3.22,2.87,0.36,1,,,,,,,,,,,,,,,,14.57,13.74
Smalley_Bowater,1,131,117,5,10.2,9.9,9.7,9.4,5.25,22,190,,,,,,2.89,2.61,0.28,1,,,,,,,,,,,,,,,,13.81,13.13
Smalley_Bowater,1,131,117,6,9.9,9.2,9.4,8.9,5.25,27.2,175,,,,,,2.61,2.4,0.22,1,,,,,,,,,,,,,,,,13.13,12.58
Smalley_Bowater,1,131,117,7,9.2,8.7,8.9,8.4,5.25,32.5,155,,,,,,2.3,2.14,0.15,1,,,,,,,,,,,,,,,,12.3,11.89
Smalley_Bowater,1,131,117,8,8.7,7.9,8.4,7.7,5.25,37.8,130,,,,,,1.98,1.86,0.12,1,,,,,,,,,,,,,,,,11.41,11.06
Smalley_Bowater,1,131,117,9,7.9,7,7.7,6.8,5.25,43,115,,,,,,1.6,1.51,0.08,1,,,,,,,,,,,,,,,,10.24,9.96
Smalley_Bowater,1,131,117,10,7,6.4,6.8,6.1,5.25,48.2,90,,,,,,1.29,1.19,0.09,1,,,,,,,,,,,,,,,,9.21,8.87
Smalley_Bowater,1,131,117,11,6.4,5,6.1,4.8,5.25,53.5,60,,,,,,0.94,0.86,0.08,1,,,,,,,,,,,,,,,,7.83,7.49
Smalley_Bowater,1,131,118,1,15.8,13.8,14.9,12.9,5.25,1,365,,,,,,6.3,5.56,0.74,1,,,,,,,,,,,,,,,,20.34,19.1
Smalley_Bowater,1,131,118,2,13.8,13.7,12.9,12.8,5.25,6.2,330,,,,,,5.41,4.73,0.69,1,,,,,,,,,,,,,,,,18.9,17.66
Smalley_Bowater,1,131,118,3,13.7,13.5,12.8,12.6,5.25,11.5,320,,,,,,5.3,4.62,0.68,1,,,,,,,,,,,,,,,,18.69,17.46
Smalley_Bowater,1,131,118,4,13.5,12.7,12.6,12.1,5.25,16.8,300,,,,,,4.92,4.37,0.55,1,,,,,,,,,,,,,,,,18.01,16.97
Smalley_Bowater,1,131,118,5,12.7,12.5,12.1,11.9,5.25,22,285,,,,,,4.55,4.12,0.42,1,,,,,,,,,,,,,,,,17.32,16.49
Smalley_Bowater,1,131,118,6,12.5,11.8,11.9,11.3,5.25,27.2,265,,,,,,4.23,3.86,0.37,1,,,,,,,,,,,,,,,,16.7,15.94
Smalley_Bowater,1,131,118,7,11.8,11.6,11.3,11,5.25,32.5,245,,,,,,3.92,3.56,0.36,1,,,,,,,,,,,,,,,,16.08,15.33
Smalley_Bowater,1,131,118,8,11.6,10.7,11,9.9,5.25,37.8,220,,,,,,3.57,3.14,0.43,1,,,,,,,,,,,,,,,,15.33,14.36
Smalley_Bowater,1,131,118,9,10.7,9.1,9.9,8.7,5.25,43,185,,,,,,2.82,2.49,0.34,1,,,,,,,,,,,,,,,,13.61,12.78
Smalley_Bowater,1,131,118,10,9.1,7.5,8.7,7.1,5.25,48.2,145,,,,,,1.99,1.81,0.19,1,,,,,,,,,,,,,,,,11.41,10.86
Smalley_Bowater,1,131,118,11,7.5,6.6,7.1,6.3,5.25,53.5,95,,,,,,1.43,1.29,0.14,1,,,,,,,,,,,,,,,,9.69,9.21
Smalley_Bowater,1,131,118,12,6.6,4.6,6.3,4.3,5.25,58.8,60,,,,,,0.93,0.83,0.09,1,,,,,,,,,,,,,,,,7.7,7.28
Smalley_Bowater,1,131,119,1,14.1,11.2,12.9,10,5.25,1,250,,,,,,4.64,3.81,0.83,1,,,,,,,,,,,,,,,,17.39,15.74
Smalley_Bowater,1,131,119,2,11.2,10.5,10,9.4,5.25,6.2,195,,,,,,3.37,2.7,0.68,1,,,,,,,,,,,,,,,,14.91,13.33
Smalley_Bowater,1,131,119,3,10.5,10,9.4,9.3,5.25,11.5,185,,,,,,3.01,2.5,0.51,1,,,,,,,,,,,,,,,,14.09,12.85
Smalley_Bowater,1,131,119,4,10,9.6,9.3,9,5.25,16.8,175,,,,,,2.75,2.4,0.35,1,,,,,,,,,,,,,,,,13.47,12.58
Smalley_Bowater,1,131,119,5,9.6,8.8,9,8.4,5.25,22,155,,,,,,2.43,2.17,0.26,1,,,,,,,,,,,,,,,,12.64,11.96
Smalley_Bowater,1,131,119,6,8.8,8.1,8.4,7.8,5.25,27.2,140,,,,,,2.05,1.88,0.17,1,,,,,,,,,,,,,,,,11.61,11.13
Smalley_Bowater,1,131,119,7,8.1,8,7.8,7.7,5.25,32.5,120,,,,,,1.86,1.72,0.14,1,,,,,,,,,,,,,,,,11.06,10.65
Smalley_Bowater,1,131,119,8,8,7.1,7.7,6.8,5.25,37.8,105,,,,,,1.64,1.51,0.13,1,,,,,,,,,,,,,,,,10.38,9.96
Smalley_Bowater,1,131,119,9,7.1,6.1,6.8,5.8,5.25,43,85,,,,,,1.25,1.14,0.11,1,,,,,,,,,,,,,,,,9.07,8.66
Smalley_Bowater,1,131,119,10,6.1,5.4,5.8,5.1,5.25,48.2,60,,,,,,0.95,0.85,0.1,1,,,,,,,,,,,,,,,,7.9,7.49
Smalley_Bowater,1,131,119,11,5.4,3.8,5.1,3.5,5.25,53.5,40,,,,,,0.62,0.55,0.08,1,,,,,,,,,,,,,,,,6.32,5.91
Smalley_Bowater,1,131,128,1,11.1,8.6,10,7.5,5.25,1,145,,,,,,2.82,2.24,0.59,1,,,,,,,,,,,,,,,,13.54,12.03
Smalley_Bowater,1,131,128,2,8.6,8.1,7.5,7,5.25,6.2,110,,,,,,2,1.51,0.49,1,,,,,,,,,,,,,,,,11.48,9.96
Smalley_Bowater,1,131,128,3,8.1,7.6,7,6.9,5.25,11.5,95,,,,,,1.77,1.38,0.38,1,,,,,,,,,,,,,,,,10.79,9.55
Smalley_Bowater,1,131,128,4,7.6,6.9,6.9,6.5,5.25,16.8,90,,,,,,1.51,1.29,0.22,1,,,,,,,,,,,,,,,,9.96,9.21
Smalley_Bowater,1,131,128,5,6.9,6.5,6.5,6.1,5.25,22,80,,,,,,1.29,1.14,0.15,1,,,,,,,,,,,,,,,,9.21,8.66
Smalley_Bowater,1,131,128,6,6.5,6.1,6.1,5.7,5.25,27.2,70,,,,,,1.14,1,0.14,1,,,,,,,,,,,,,,,,8.66,8.11
Smalley_Bowater,1,131,128,7,6.1,5.8,5.7,5.4,5.25,32.5,60,,,,,,1.01,0.88,0.13,1,,,,,,,,,,,,,,,,8.18,7.63
Smalley_Bowater,1,131,128,8,5.8,5,5.4,4.6,5.25,37.8,50,,,,,,0.84,0.72,0.12,1,,,,,,,,,,,,,,,,7.42,6.87
Smalley_Bowater,1,131,129,1,13.7,10.1,12.9,9.3,5.25,1,210,,,,,,4.15,3.62,0.53,1,,,,,,,,,,,,,,,,16.36,15.26
Smalley_Bowater,1,131,129,2,10.1,9.7,9.3,8.9,5.25,6.2,165,,,,,,2.81,2.37,0.44,1,,,,,,,,,,,,,,,,13.61,12.51
Smalley_Bowater,1,131,129,3,9.7,9.5,8.9,8.8,5.25,11.5,155,,,,,,2.64,2.24,0.4,1,,,,,,,,,,,,,,,,13.19,12.16
Smalley_Bowater,1,131,129,4,9.5,8.9,8.8,8.4,5.25,16.8,150,,,,,,2.43,2.12,0.31,1,,,,,,,,,,,,,,,,12.64,11.82
Smalley_Bowater,1,131,129,5,8.9,8.5,8.4,7.9,5.25,22,140,,,,,,2.17,1.9,0.26,1,,,,,,,,,,,,,,,,11.96,11.2
Smalley_Bowater,1,131,129,6,8.5,7.8,7.9,7.3,5.25,27.2,125,,,,,,1.91,1.66,0.25,1,,,,,,,,,,,,,,,,11.2,10.45
Smalley_Bowater,1,131,129,7,7.8,6.6,7.3,6.2,5.25,32.5,95,,,,,,1.49,1.31,0.18,1,,,,,,,,,,,,,,,,9.9,9.28
Smalley_Bowater,1,131,129,8,6.6,4.9,6.2,4.6,5.25,37.8,65,,,,,,0.97,0.85,0.11,1,,,,,,,,,,,,,,,,7.9,7.42
Smalley_Bowater,1,131,129,9,4.9,3.6,4.6,3.4,5.25,43,35,,,,,,0.53,0.47,0.06,1,,,,,,,,,,,,,,,,5.84,5.5
Smalley_Bowater,1,131,130,1,11.5,8.4,10.4,7.3,5.25,1,135,,,,,,2.9,2.31,0.59,1,,,,,,,,,,,,,,,,13.68,12.16
Smalley_Bowater,1,131,130,2,8.4,7.9,7.3,7.4,5.25,6.2,105,,,,,,1.9,1.55,0.36,1,,,,,,,,,,,,,,,,11.2,10.1
Smalley_Bowater,1,131,130,3,7.9,7.8,7.4,7.3,5.25,11.5,100,,,,,,1.76,1.55,0.22,1,,,,,,,,,,,,,,,,10.79,10.1
Smalley_Bowater,1,131,130,4,7.8,7.3,7.3,6.9,5.25,16.8,95,,,,,,1.63,1.44,0.19,1,,,,,,,,,,,,,,,,10.38,9.76
Smalley_Bowater,1,131,130,5,7.3,7.1,6.9,6.7,5.25,22,85,,,,,,1.48,1.32,0.16,1,,,,,,,,,,,,,,,,9.9,9.35
Smalley_Bowater,1,131,130,6,7.1,6.4,6.7,6,5.25,27.2,80,,,,,,1.31,1.16,0.15,1,,,,,,,,,,,,,,,,9.28,8.73
Smalley_Bowater,1,131,130,7,6.4,5.9,6,5.5,5.25,32.5,65,,,,,,1.08,0.95,0.14,1,,,,,,,,,,,,,,,,8.45,7.9
Smalley_Bowater,1,131,130,8,5.9,5,5.5,4.7,5.25,37.8,55,,,,,,0.86,0.75,0.11,1,,,,,,,,,,,,,,,,7.49,7.01
Smalley_Bowater,1,131,130,9,5,4.2,4.7,3.9,5.25,43,40,,,,,,0.61,0.53,0.08,1,,,,,,,,,,,,,,,,6.32,5.91
Smalley_Bowater,1,131,131,1,10.8,8.7,10.1,8,5.25,1,150,,,,,,2.75,2.38,0.38,1,,,,,,,,,,,,,,,,13.4,12.44
Smalley_Bowater,1,131,131,2,8.7,8.4,8,7.9,5.25,6.2,125,,,,,,2.09,1.81,0.28,1,,,,,,,,,,,,,,,,11.75,10.93
Smalley_Bowater,1,131,131,3,8.4,8.3,7.9,7.9,5.25,11.5,120,,,,,,2,1.79,0.21,1,,,,,,,,,,,,,,,,11.48,10.86
Smalley_Bowater,1,131,131,4,8.3,7.5,7.9,7.2,5.25,16.8,110,,,,,,1.79,1.64,0.16,1,,,,,,,,,,,,,,,,10.86,10.38
Smalley_Bowater,1,131,131,5,7.5,6.9,7.2,6.6,5.25,22,95,,,,,,1.49,1.37,0.12,1,,,,,,,,,,,,,,,,9.9,9.48
Smalley_Bowater,1,131,131,6,6.9,6.5,6.6,6.2,5.25,27.2,80,,,,,,1.29,1.17,0.11,1,,,,,,,,,,,,,,,,9.21,8.8
Smalley_Bowater,1,131,131,7,6.5,5.9,6.2,5.6,5.25,32.5,70,,,,,,1.1,1,0.1,1,,,,,,,,,,,,,,,,8.52,8.11
Smalley_Bowater,1,131,131,8,5.9,4.8,5.6,4.6,5.25,37.8,60,,,,,,0.83,0.75,0.08,1,,,,,,,,,,,,,,,,7.35,7.01
Smalley_Bowater,1,131,131,9,4.8,3.9,4.6,3.7,5.25,43,40,,,,,,0.55,0.5,0.05,1,,,,,,,,,,,,,,,,5.98,5.7
Smalley_Bowater,1,131,132,1,11,8.9,9.8,7.7,5.25,1,145,,,,,,2.87,2.22,0.64,1,,,,,,,,,,,,,,,,13.68,12.03
Smalley_Bowater,1,131,132,2,8.9,8.1,7.7,7.2,5.25,6.2,110,,,,,,2.07,1.59,0.48,1,,,,,,,,,,,,,,,,11.68,10.24
Smalley_Bowater,1,131,132,3,8.1,7.9,7.2,7.2,5.25,11.5,105,,,,,,1.83,1.48,0.35,1,,,,,,,,,,,,,,,,11,9.9
Smalley_Bowater,1,131,132,4,7.9,7,7.2,6.6,5.25,16.8,95,,,,,,1.6,1.37,0.23,1,,,,,,,,,,,,,,,,10.24,9.48
Smalley_Bowater,1,131,132,5,7,6.6,6.6,6.2,5.25,22,80,,,,,,1.33,1.17,0.15,1,,,,,,,,,,,,,,,,9.35,8.8
Smalley_Bowater,1,131,132,6,6.6,6.1,6.2,5.7,5.25,27.2,70,,,,,,1.16,1.02,0.14,1,,,,,,,,,,,,,,,,8.73,8.18
Smalley_Bowater,1,131,132,7,6.1,5.8,5.7,5.5,5.25,32.5,60,,,,,,1.01,0.9,0.12,1,,,,,,,,,,,,,,,,8.18,7.7
Smalley_Bowater,1,131,132,8,5.8,4.6,5.5,4.3,5.25,37.8,50,,,,,,0.78,0.7,0.09,1,,,,,,,,,,,,,,,,7.15,6.73
Smalley_Bowater,1,131,132,9,4.6,3.8,4.3,3.6,5.25,43,30,,,,,,0.51,0.45,0.06,1,,,,,,,,,,,,,,,,5.77,5.43
Smalley_Bowater,1,131,133,1,10.6,8.3,9.4,7.1,5.25,1,120,,,,,,2.59,1.99,0.61,1,,,,,,,,,,,,,,,,12.99,11.34
Smalley_Bowater,1,131,133,2,8.3,7.3,7.1,6.6,5.25,6.2,95,,,,,,1.75,1.35,0.4,1,,,,,,,,,,,,,,,,10.72,9.41
Smalley_Bowater,1,131,133,3,7.3,7.1,6.6,6.4,5.25,11.5,85,,,,,,1.48,1.21,0.27,1,,,,,,,,,,,,,,,,9.9,8.93
Smalley_Bowater,1,131,133,4,7.1,6.6,6.4,6.1,5.25,16.8,80,,,,,,1.35,1.12,0.23,1,,,,,,,,,,,,,,,,9.41,8.59
Smalley_Bowater,1,131,133,5,6.6,6.1,6.1,5.8,5.25,22,70,,,,,,1.16,1.01,0.14,1,,,,,,,,,,,,,,,,8.73,8.18
Smalley_Bowater,1,131,133,6,6.1,5.8,5.8,5.4,5.25,27.2,65,,,,,,1.01,0.9,0.12,1,,,,,,,,,,,,,,,,8.18,7.7
Smalley_Bowater,1,131,133,7,5.8,5.3,5.4,4.9,5.25,32.5,55,,,,,,0.88,0.76,0.12,1,,,,,,,,,,,,,,,,7.63,7.08
Smalley_Bowater,1,131,133,8,5.3,4.5,4.9,4.2,5.25,37.8,45,,,,,,0.69,0.6,0.1,1,,,,,,,,,,,,,,,,6.73,6.25
Smalley_Bowater,1,131,133,9,4.5,3.5,4.2,3.3,5.25,43,30,,,,,,0.47,0.41,0.06,1,,,,,,,,,,,,,,,,5.5,5.15
Smalley_Bowater,1,131,135,1,11.2,9,10.3,8.1,5.25,1,145,,,,,,2.96,2.46,0.5,1,,,,,,,,,,,,,,,,13.88,12.64
Smalley_Bowater,1,131,135,2,9,8.2,8.1,7.6,5.25,6.2,115,,,,,,2.12,1.77,0.36,1,,,,,,,,,,,,,,,,11.82,10.79
Smalley_Bowater,1,131,135,3,8.2,7.6,7.6,7.3,5.25,11.5,105,,,,,,1.79,1.59,0.2,1,,,,,,,,,,,,,,,,10.86,10.24
Smalley_Bowater,1,131,135,4,7.6,7.3,7.3,6.9,5.25,16.8,95,,,,,,1.59,1.44,0.15,1,,,,,,,,,,,,,,,,10.24,9.76
Smalley_Bowater,1,131,135,5,7.3,7.1,6.9,6.7,5.25,22,90,,,,,,1.48,1.32,0.16,1,,,,,,,,,,,,,,,,9.9,9.35
Smalley_Bowater,1,131,135,6,7.1,6.9,6.7,6.5,5.25,27.2,80,,,,,,1.4,1.25,0.16,1,,,,,,,,,,,,,,,,9.62,9.07
Smalley_Bowater,1,131,135,7,6.9,5.6,6.5,5.3,5.25,32.5,70,,,,,,1.13,1.01,0.12,1,,,,,,,,,,,,,,,,8.59,8.11
Smalley_Bowater,1,131,135,8,5.6,4.1,5.3,3.8,5.25,37.8,45,,,,,,0.69,0.61,0.08,1,,,,,,,,,,,,,,,,6.67,6.25
Smalley_Bowater,1,131,87,1,12.4,9.7,11.5,8.8,5.25,1,170,,,,,,3.55,3,0.55,1,,,,,,,,,,,,,,,,15.19,13.95
Smalley_Bowater,1,131,87,2,9.7,9.3,8.8,8.5,5.25,6.2,135,,,,,,2.59,2.14,0.44,1,,,,,,,,,,,,,,,,13.06,11.89
Smalley_Bowater,1,131,87,3,9.3,8.3,8.5,7.9,5.25,11.5,120,,,,,,2.22,1.93,0.3,1,,,,,,,,,,,,,,,,12.1,11.27
Smalley_Bowater,1,131,87,4,8.3,7.9,7.9,7.6,5.25,16.8,110,,,,,,1.88,1.72,0.16,1,,,,,,,,,,,,,,,,11.13,10.65
Smalley_Bowater,1,131,87,5,7.9,7.5,7.6,7.2,5.25,22,100,,,,,,1.7,1.57,0.13,1,,,,,,,,,,,,,,,,10.58,10.17
Smalley_Bowater,1,131,87,6,7.5,6.9,7.2,6.6,5.25,27.2,90,,,,,,1.49,1.37,0.12,1,,,,,,,,,,,,,,,,9.9,9.48
Smalley_Bowater,1,131,87,7,6.9,6.5,6.6,6.2,5.25,32.5,80,,,,,,1.29,1.17,0.11,1,,,,,,,,,,,,,,,,9.21,8.8
Smalley_Bowater,1,131,87,8,6.5,6.1,6.2,5.8,5.25,37.8,70,,,,,,1.14,1.03,0.11,1,,,,,,,,,,,,,,,,8.66,8.25
Smalley_Bowater,1,131,87,9,6.1,5.5,5.8,5.3,5.25,43,60,,,,,,0.97,0.88,0.08,1,,,,,,,,,,,,,,,,7.97,7.63
Smalley_Bowater,1,131,87,10,5.5,5,5.3,4.8,5.25,48.2,50,,,,,,0.79,0.73,0.06,1,,,,,,,,,,,,,,,,7.22,6.94
Smalley_Bowater,1,131,87,11,5,3.8,4.8,3.6,5.25,53.5,35,,,,,,0.56,0.52,0.05,1,,,,,,,,,,,,,,,,6.05,5.77
Smalley_Bowater,1,131,88,1,14.2,10.6,13.6,10,5.25,1,235,,,,,,4.5,4.08,0.42,1,,,,,,,,,,,,,,,,17.04,16.22
Smalley_Bowater,1,131,88,2,10.6,10.5,10,9.9,5.25,6.2,195,,,,,,3.19,2.83,0.35,1,,,,,,,,,,,,,,,,14.5,13.68
Smalley_Bowater,1,131,88,3,10.5,9.9,9.9,9.5,5.25,11.5,185,,,,,,2.98,2.7,0.29,1,,,,,,,,,,,,,,,,14.02,13.33
Smalley_Bowater,1,131,88,4,9.9,9.5,9.5,9.1,5.25,16.8,175,,,,,,2.7,2.48,0.22,1,,,,,,,,,,,,,,,,13.33,12.78
Smalley_Bowater,1,131,88,5,9.5,9.4,9.1,9,5.25,22,160,,,,,,2.56,2.35,0.21,1,,,,,,,,,,,,,,,,12.99,12.44
Smalley_Bowater,1,131,88,6,9.4,8.7,9,8.4,5.25,27.2,145,,,,,,2.35,2.17,0.18,1,,,,,,,,,,,,,,,,12.44,11.96
Smalley_Bowater,1,131,88,7,8.7,8.6,8.4,8.2,5.25,32.5,135,,,,,,2.14,1.97,0.17,1,,,,,,,,,,,,,,,,11.89,11.41
Smalley_Bowater,1,131,88,8,8.6,7.9,8.2,7.6,5.25,37.8,120,,,,,,1.95,1.79,0.16,1,,,,,,,,,,,,,,,,11.34,10.86
Smalley_Bowater,1,131,88,9,7.9,7.3,7.6,7,5.25,43,105,,,,,,1.66,1.53,0.13,1,,,,,,,,,,,,,,,,10.45,10.03
Smalley_Bowater,1,131,88,10,7.3,6,7,5.8,5.25,48.2,90,,,,,,1.28,1.18,0.1,1,,,,,,,,,,,,,,,,9.14,8.8
Smalley_Bowater,1,131,88,11,6,5.6,5.8,5.3,5.25,53.5,65,,,,,,0.96,0.88,0.08,1,,,,,,,,,,,,,,,,7.97,7.63
Smalley_Bowater,1,131,88,12,5.6,3.3,5.3,3.1,5.25,58.8,40,,,,,,0.6,0.54,0.07,1,,,,,,,,,,,,,,,,6.12,5.77
Smalley_Bowater,1,131,89,1,14.9,11.2,13.6,10.2,5.25,1,255,,,,,,4.97,4.14,0.84,1,,,,,,,,,,,,,,,,17.94,16.36
Smalley_Bowater,1,131,89,2,11.2,10.9,10.2,9.6,5.25,6.2,195,,,,,,3.5,2.81,0.69,1,,,,,,,,,,,,,,,,15.19,13.61
Smalley_Bowater,1,131,89,3,10.9,9.8,9.6,9.4,5.25,11.5,190,,,,,,3.08,2.58,0.49,1,,,,,,,,,,,,,,,,14.23,13.06
Smalley_Bowater,1,131,89,4,9.8,9.4,9.4,9,5.25,16.8,175,,,,,,2.64,2.42,0.22,1,,,,,,,,,,,,,,,,13.19,12.64
Smalley_Bowater,1,131,89,5,9.4,8.9,9,8.5,5.25,22,155,,,,,,2.4,2.19,0.21,1,,,,,,,,,,,,,,,,12.58,12.03
Smalley_Bowater,1,131,89,6,8.9,8.8,8.5,8.4,5.25,27.2,145,,,,,,2.24,2.04,0.2,1,,,,,,,,,,,,,,,,12.16,11.61
Smalley_Bowater,1,131,89,7,8.8,8,8.4,7.7,5.25,32.5,130,,,,,,2.02,1.86,0.17,1,,,,,,,,,,,,,,,,11.55,11.06
Smalley_Bowater,1,131,89,8,8,7.8,7.7,7.5,5.25,37.8,115,,,,,,1.79,1.65,0.13,1,,,,,,,,,,,,,,,,10.86,10.45
Smalley_Bowater,1,131,89,9,7.8,6.9,7.5,6.6,5.25,43,100,,,,,,1.55,1.43,0.12,1,,,,,,,,,,,,,,,,10.1,9.69
Smalley_Bowater,1,131,89,10,6.9,5.9,6.6,5.6,5.25,48.2,80,,,,,,1.18,1.07,0.11,1,,,,,,,,,,,,,,,,8.8,8.38
Smalley_Bowater,1,131,89,11,5.9,4.4,5.6,4.2,5.25,53.5,50,,,,,,0.78,0.7,0.07,1,,,,,,,,,,,,,,,,7.08,6.73
Smalley_Bowater,1,131,90,1,14.8,11.2,14.1,10.5,5.25,1,270,,,,,,4.93,4.42,0.51,1,,,,,,,,,,,,,,,,17.87,16.91
Smalley_Bowater,1,131,90,2,11.2,10.5,10.5,9.9,5.25,6.2,205,,,,,,3.37,2.98,0.39,1,,,,,,,,,,,,,,,,14.91,14.02
Smalley_Bowater,1,131,90,3,10.5,10.3,9.9,9.7,5.25,11.5,195,,,,,,3.1,2.75,0.35,1,,,,,,,,,,,,,,,,14.29,13.47
Smalley_Bowater,1,131,90,4,10.3,10,9.7,9.5,5.25,16.8,180,,,,,,2.95,2.64,0.31,1,,,,,,,,,,,,,,,,13.95,13.19
Smalley_Bowater,1,131,90,5,10,9.4,9.5,9,5.25,22,165,,,,,,2.7,2.45,0.24,1,,,,,,,,,,,,,,,,13.33,12.71
Smalley_Bowater,1,131,90,6,9.4,9.1,9,8.7,5.25,27.2,155,,,,,,2.45,2.24,0.21,1,,,,,,,,,,,,,,,,12.71,12.16
