author,loc,spcd,treeno,section_id,ob_d_bot,ob_d_top,ib_d_bot,ib_d_top,len,ht,wdbk_gw,wd_gw,bk_gw,wdbk_dw,wd_dw,bk_dw,wdbk_cv,wd_cv,bk_cv,cen,wd_def1d_1,wd_def1d_2,wd_def1len,wd_def1cl,wd_def2cl,wd_def2d_1,wd_def2d_2,wd_def2len,wd_def3cl_1,wd_def3d_1,wd_def3d_2,wd_def3len,wdbk_d_kerf,wdbk_wid_kerf,wdbk_gw_kerf,wdbk_ar,wd_ar
Baldwin,1,131,106,15,8.1,6.8,7.6,6.3,5,64,97.3,89.58,7.72,45.34,42.32,3.02,1.53,1.33,0.2,1,,,,,,,,,,,,,,,,9.75,9.1
Baldwin,1,131,106,16,6.8,5,6.3,4.7,5,69,69.7,63.18,6.52,31.8,29.5,2.3,0.97,0.84,0.13,1,,,,,,,,,,,,,,,,7.72,7.2
Baldwin,1,131,106,17,5,2.4,4.7,2.2,7,74,36.2,32.71,3.49,16.37,15.18,1.19,0.59,0.51,0.07,1,,,,,,,,,,,,,,,,6.78,6.32
Baldwin,1,131,106,18,2.4,0,2.2,0,7,81,6.2,5.14,1.06,2.82,2.47,0.35,0.07,0.06,0.01,1,,,,,,,,,,,,,,,,2.2,2.02
Baldwin,1,131,107,1,22.9,20.5,20.7,18.6,1.5,0.5,184.5,171.78,12.72,109.28,100.28,9,3.86,3.17,0.7,1,,,,,,,,,,,,,,,,8.52,7.72
Baldwin,1,131,107,2,20.5,19.1,18.6,17.2,2.5,2,279.9,259.47,20.43,169.07,154.66,14.41,5.35,4.38,0.98,1,,,,,,,,,,,,,,,,12.96,11.72
Baldwin,1,131,107,3,19.1,17.8,17.2,16.4,5,4.5,492.5,459.21,33.29,305.3,280.06,25.24,9.29,7.7,1.59,1,,,,,,,,,,,,,,,,24.15,21.99
Baldwin,1,131,107,4,17.8,17,16.4,16.1,5,9.5,446.8,417.89,28.91,265.5,244.93,20.57,8.26,7.2,1.06,1,,,,,,,,,,,,,,,,22.78,21.27
Baldwin,1,131,107,5,17,16.5,16.1,15.8,5,14.5,441.2,414.04,27.16,228.2,212.57,15.62,7.65,6.94,0.71,1,,,,,,,,,,,,,,,,21.93,20.88
Baldwin,1,131,107,6,16.5,16.2,15.8,15.4,5,19.5,412.4,387.43,24.97,220.93,206.18,14.75,7.29,6.64,0.65,1,,,,,,,,,,,,,,,,21.4,20.42
Baldwin,1,131,107,7,16.2,15.8,15.4,14.8,5,24.5,397.6,378.94,18.66,224.44,210.99,13.45,6.98,6.22,0.76,1,,,,,,,,,,,,,,,,20.94,19.77
Baldwin,1,131,107,8,15.8,15.2,14.8,14.3,5,29.5,354.4,331.29,23.11,177.78,166.05,11.72,6.55,5.77,0.78,1,,,,,,,,,,,,,,,,20.29,19.05
Baldwin,1,131,107,9,15.2,14.4,14.3,13.6,5,34.5,323.2,313.15,10.05,148,143.06,4.93,5.98,5.31,0.67,1,,,,,,,,,,,,,,,,19.37,18.26
Baldwin,1,131,107,10,14.4,13.8,13.6,12.9,5,39.5,314.4,298.33,16.07,151.36,141.81,9.56,5.42,4.79,0.63,1,,,,,,,,,,,,,,,,18.46,17.34
Baldwin,1,131,107,11,13.8,13.1,12.9,12.2,5,44.5,322.4,300.27,22.13,159.71,147.43,12.28,4.94,4.3,0.64,1,,,,,,,,,,,,,,,,17.61,16.43
Baldwin,1,131,107,12,13.1,12,12.2,11.3,5.5,49.5,285.8,266.1,19.7,133.31,122.52,10.8,4.73,4.15,0.59,1,,,,,,,,,,,,,,,,18.07,16.92
Baldwin,1,131,107,13,12,10.8,11.3,10.1,5,55,211.4,197.4,14,98.44,90.7,7.74,3.55,3.13,0.42,1,,,,,,,,,,,,,,,,14.92,14.01
Baldwin,1,131,107,14,10.8,8.8,10.1,8.2,5.5,60,209.5,191.74,17.76,97.43,90.12,7.31,2.91,2.54,0.37,1,,,,,,,,,,,,,,,,14.11,13.18
Baldwin,1,131,107,15,8.8,7.1,8.2,6.8,5.5,65.5,105.4,95.7,9.7,48.74,45.16,3.58,1.92,1.7,0.22,1,,,,,,,,,,,,,,,,11.45,10.8
Baldwin,1,131,107,16,7.1,4.9,6.8,4.6,8,71,77.3,70.25,7.05,33.77,31.01,2.76,1.62,1.47,0.15,1,,,,,,,,,,,,,,,,12.57,11.94
Baldwin,1,131,107,17,4.9,2.7,4.6,2,1.5,79,24.2,21.45,2.75,10.62,9.64,0.98,0.13,0.1,0.03,1,,,,,,,,,,,,,,,,1.49,1.3
Baldwin,1,131,107,18,2.7,0,2,0,4.5,80.5,3.8,3.16,0.64,1.44,1.2,0.23,0.06,0.03,0.03,1,,,,,,,,,,,,,,,,1.59,1.18
Baldwin,1,131,108,1,20.4,17.9,18.5,16.6,1.5,0.5,157.1,152.1,5,85.89,82.66,3.23,3.01,2.53,0.49,1,,,,,,,,,,,,,,,,7.52,6.89
Baldwin,1,131,108,2,17.9,16.8,16.6,15.7,2.5,2,235.9,223.41,12.49,138.6,131.22,7.38,4.11,3.56,0.55,1,,,,,,,,,,,,,,,,11.36,10.57
Baldwin,1,131,108,3,16.8,16.5,15.7,15.7,5,4.5,417,396.32,20.68,234.26,221.6,12.66,7.56,6.72,0.84,1,,,,,,,,,,,,,,,,21.79,20.55
Baldwin,1,131,108,4,16.5,16.4,15.7,15.5,5,9.5,420.6,398.6,22,235.1,222.16,12.94,7.38,6.64,0.74,1,,,,,,,,,,,,,,,,21.53,20.42
Baldwin,1,131,108,5,16.4,16.2,15.5,15.4,5,14.5,422,401.92,20.08,228.83,217.45,11.38,7.25,6.51,0.74,1,,,,,,,,,,,,,,,,21.34,20.22
Baldwin,1,131,108,6,16.2,15.8,15.4,15,5,19.5,400.6,381.48,19.12,215.44,208.21,7.23,6.98,6.3,0.68,1,,,,,,,,,,,,,,,,20.94,19.9
Baldwin,1,131,108,7,15.8,16,15,14.9,5,24.5,389.4,372.18,17.22,224.97,216.56,8.41,6.89,6.09,0.8,1,,,,,,,,,,,,,,,,20.81,19.57
Baldwin,1,131,108,8,16,15,14.9,14.2,5,29.5,406.2,389.19,17.01,218.04,209.1,8.93,6.56,5.78,0.78,1,,,,,,,,,,,,,,,,20.29,19.05
Baldwin,1,131,108,9,15,14.7,14.2,13.7,5,34.5,348.2,333.69,14.51,166.73,158.81,7.92,6.01,5.31,0.71,1,,,,,,,,,,,,,,,,19.44,18.26
Baldwin,1,131,108,10,14.7,13.8,13.7,13.2,5,39.5,330.6,319.28,11.32,157.47,151.65,5.82,5.54,4.93,0.61,1,,,,,,,,,,,,,,,,18.65,17.61
Baldwin,1,131,108,11,13.8,13.5,13.2,12.8,4.5,44.5,269.7,257.9,11.8,127.73,121.45,6.29,4.57,4.15,0.42,1,,,,,,,,,,,,,,,,16.08,15.32
Baldwin,1,131,108,12,13.5,12.7,12.8,12,5.5,49,274.6,262.3,12.3,138.69,132.5,6.19,5.15,4.62,0.54,1,,,,,,,,,,,,,,,,18.86,17.85
Baldwin,1,131,108,13,12.7,12,12,11.3,5.5,54.5,264.5,252.27,12.23,124.08,118.3,5.78,4.58,4.07,0.5,1,,,,,,,,,,,,,,,,17.78,16.77
Baldwin,1,131,108,14,12,11.5,11.3,10.8,5,60,235.2,223.13,12.07,107.54,102.82,4.72,3.77,3.33,0.44,1,,,,,,,,,,,,,,,,15.38,14.46
Baldwin,1,131,108,15,11.5,9.8,10.8,9.2,5,65,197.1,188.17,8.93,93.01,89.15,3.86,3.11,2.74,0.37,1,,,,,,,,,,,,,,,,13.94,13.09
Baldwin,1,131,108,16,9.8,8.4,9.2,7.9,5,70,162.7,153.08,9.62,72.92,68.36,4.55,2.27,2.01,0.27,1,,,,,,,,,,,,,,,,11.91,11.19
Baldwin,1,131,108,17,8.4,5.5,7.9,5.2,5,75,97.5,91.2,6.3,41.43,39.43,2,1.37,1.22,0.15,1,,,,,,,,,,,,,,,,9.1,8.57
Baldwin,1,131,108,18,5.5,3.4,5.2,3.2,5,80,34.1,31.28,2.82,13.95,12.94,1.01,0.57,0.51,0.06,1,,,,,,,,,,,,,,,,5.83,5.5
Baldwin,1,131,108,19,3.4,0,3.2,0,7,85,10.6,9.44,1.16,4.32,3.9,0.41,0.15,0.13,0.02,1,,,,,,,,,,,,,,,,3.12,2.93
Baldwin,1,131,109,1,20.3,17.9,16.9,15.8,1.5,0.5,120,109.49,10.51,64.85,64.14,0.71,3,2.19,0.81,1,,,,,,,,,,,,,,,,7.5,6.42
Baldwin,1,131,109,2,17.9,16.7,15.8,14.8,2.5,2,223.6,206.49,17.11,126.9,115.07,11.83,4.09,3.2,0.89,1,,,,,,,,,,,,,,,,11.32,10.01
Baldwin,1,131,109,3,16.7,16,14.8,14.6,5,4.5,374.9,350.03,24.87,223.12,206.5,16.62,7.29,5.89,1.4,1,,,,,,,,,,,,,,,,21.4,19.24
Baldwin,1,131,109,4,16,15.5,14.6,14.4,5,9.5,365.5,337.11,28.39,204.27,188.45,15.83,6.77,5.73,1.03,1,,,,,,,,,,,,,,,,20.62,18.98
Baldwin,1,131,109,5,15.5,15,14.4,14,5,14.5,353,329.57,23.43,192.38,178.46,13.92,6.34,5.5,0.84,1,,,,,,,,,,,,,,,,19.96,18.59
Baldwin,1,131,109,6,15,14.6,14,13.5,5,19.5,363.5,340.88,22.62,188.96,175.13,13.83,5.97,5.16,0.82,1,,,,,,,,,,,,,,,,19.37,18
Baldwin,1,131,109,7,14.6,14.3,13.5,13.2,5,24.5,322.7,301.81,20.89,165.55,153.11,12.45,5.69,4.86,0.83,1,,,,,,,,,,,,,,,,18.91,17.48
Baldwin,1,131,109,8,14.3,13.9,13.2,13,5,29.5,306.9,287.9,19,154.92,143.99,10.93,5.42,4.68,0.74,1,,,,,,,,,,,,,,,,18.46,17.15
Baldwin,1,131,109,9,13.9,13.4,13,12.4,5,34.5,295,276.71,18.29,156.46,146.17,10.3,5.08,4.4,0.68,1,,,,,,,,,,,,,,,,17.87,16.62
Baldwin,1,131,109,10,13.4,12.5,12.4,11.7,5,39.5,270.6,252.3,18.3,131.07,121.6,9.46,4.58,3.96,0.62,1,,,,,,,,,,,,,,,,16.95,15.77
Baldwin,1,131,109,11,12.5,12,11.7,11.2,5,44.5,237.2,222.01,15.19,112.64,104.13,8.51,4.09,3.58,0.52,1,,,,,,,,,,,,,,,,16.04,14.99
Baldwin,1,131,109,12,12,11.4,11.2,10.4,5.5,49.5,249.4,231.81,17.59,118.33,109.09,9.25,4.11,3.5,0.61,1,,,,,,,,,,,,,,,,16.85,15.55
Baldwin,1,131,109,13,11.4,10.8,10.4,9.9,5,55,199.8,186.6,13.2,91.36,84.46,6.9,3.36,2.81,0.55,1,,,,,,,,,,,,,,,,14.53,13.29
Baldwin,1,131,109,14,10.8,10,9.9,9.1,4,60,140.5,131.2,9.3,62.31,58.58,3.73,2.36,1.97,0.39,1,,,,,,,,,,,,,,,,10.89,9.95
Baldwin,1,131,109,15,10,8.2,9.1,7.6,5.5,64,169.2,156.25,12.95,80.59,74.34,6.25,2.51,2.11,0.4,1,,,,,,,,,,,,,,,,13.1,12.02
Baldwin,1,131,109,16,8.2,7.5,7.6,6.8,5,69.5,101.8,93.79,8.01,45.04,42.42,2.62,1.68,1.42,0.27,1,,,,,,,,,,,,,,,,10.28,9.42
Baldwin,1,131,109,17,7.5,5.5,6.8,5.1,5,74.5,66,60.1,5.9,29.78,26.94,2.84,1.18,0.99,0.19,1,,,,,,,,,,,,,,,,8.51,7.79
Baldwin,1,131,109,18,5.5,2.8,5.1,2.5,4.5,79.5,34.5,31.05,3.45,15.08,13.62,1.46,0.47,0.4,0.07,1,,,,,,,,,,,,,,,,4.89,4.48
Baldwin,1,131,109,19,2.8,0,2.5,0,7,84,7.4,6.42,0.98,2.96,2.61,0.35,0.1,0.08,0.02,1,,,,,,,,,,,,,,,,2.57,2.29
Baldwin,1,131,11,1,14.4,12.5,11.3,9.9,1.5,0.5,65,57.77,7.23,39,33.89,5.11,1.49,0.92,0.56,1,,,,,,,,,,,,,,,,5.28,4.16
Baldwin,1,131,11,2,12.5,11.5,9.9,9.2,2.5,2,93.4,81.4,12,57.22,49.33,7.89,1.97,1.25,0.72,1,,,,,,,,,,,,,,,,7.85,6.25
Baldwin,1,131,11,3,11.5,11.5,9.2,9.5,4.5,4.5,161.2,142.53,18.67,94.6,81.49,13.12,3.25,2.15,1.1,1,,,,,,,,,,,,,,,,13.55,11.02
Baldwin,1,131,11,4,11.5,10.3,9.5,8.9,5.5,9,182.8,164.8,18,107.65,96.45,11.2,3.57,2.54,1.03,1,,,,,,,,,,,,,,,,15.69,13.25
Baldwin,1,131,11,5,10.3,9.5,8.9,8.4,5,14.5,150.9,138.28,12.62,79.93,69.14,10.79,2.68,2.04,0.63,1,,,,,,,,,,,,,,,,12.96,11.32
Baldwin,1,131,11,6,9.5,8.9,8.4,8.1,5,19.5,135.9,124.97,10.93,69.81,63,6.82,2.31,1.86,0.45,1,,,,,,,,,,,,,,,,12.04,10.8
Baldwin,1,131,11,7,8.9,8.5,8.1,7.7,4.5,24.5,111.4,103.46,7.94,56.33,51.19,5.14,1.86,1.53,0.33,1,,,,,,,,,,,,,,,,10.25,9.31
Baldwin,1,131,11,8,8.5,8.2,7.7,7.4,5,29,118.9,109.91,8.99,57.37,52.5,4.87,1.9,1.56,0.35,1,,,,,,,,,,,,,,,,10.93,9.88
Baldwin,1,131,11,9,8.2,7.7,7.4,7,5.5,34,105.2,97.7,7.5,51.73,47.13,4.6,1.9,1.56,0.34,1,,,,,,,,,,,,,,,,11.45,10.37
Baldwin,1,131,11,10,7.7,7.1,7,6.3,5,39.5,86.6,80.63,5.97,42.39,39.24,3.14,1.5,1.21,0.29,1,,,,,,,,,,,,,,,,9.69,8.7
Baldwin,1,131,11,11,7.1,6.3,6.3,5.8,5,44.5,73.1,67.15,5.95,35.3,32.12,3.19,1.23,1,0.23,1,,,,,,,,,,,,,,,,8.77,7.92
Baldwin,1,131,11,12,6.3,6.3,5.8,5.4,4.5,49.5,57.3,52.22,5.08,27.4,25,2.4,0.97,0.77,0.2,1,,,,,,,,,,,,,,,,7.42,6.6
Baldwin,1,131,11,13,6.3,5.3,5.4,4.9,5,54,52.1,47.49,4.61,24.65,22.12,2.53,0.92,0.72,0.2,1,,,,,,,,,,,,,,,,7.59,6.74
Baldwin,1,131,11,14,5.3,4.5,4.9,4.2,5,59,42.8,38.3,4.5,18.76,16.93,1.83,0.66,0.57,0.09,1,,,,,,,,,,,,,,,,6.41,5.96
Baldwin,1,131,11,15,4.5,3.6,4.2,3,5,64,26.9,23.65,3.25,11.14,10.03,1.12,0.45,0.36,0.09,1,,,,,,,,,,,,,,,,5.3,4.71
Baldwin,1,131,11,16,3.6,1.5,3,1.2,5.5,69,12.1,10.55,1.55,5.02,4.44,0.58,0.23,0.16,0.07,1,,,,,,,,,,,,,,,,3.67,3.02
Baldwin,1,131,11,17,1.5,0,1.2,0,6.5,74.5,2.1,1.62,0.48,0.72,0.57,0.15,0.03,0.02,0.01,1,,,,,,,,,,,,,,,,1.28,1.02
Baldwin,1,131,110,1,26.1,21.4,23.4,20,1.5,0.5,222.5,211.61,10.89,7.88,1.23,6.64,4.66,3.88,0.78,1,,,,,,,,,,,,,,,,9.33,8.52
Baldwin,1,131,110,2,21.4,19.9,20,18.2,2.5,2,328.6,308.48,20.12,16.68,3.19,13.49,5.82,4.99,0.84,1,,,,,,,,,,,,,,,,13.52,12.5
Baldwin,1,131,110,3,19.9,18.9,18.2,17.7,5,4.5,556.4,524.99,31.41,290.7,270.44,20.26,10.27,8.79,1.48,1,,,,,,,,,,,,,,,,25.39,23.5
Baldwin,1,131,110,4,18.9,18.9,17.7,17.5,5,9.5,537,509.59,27.41,276.71,258.46,18.25,9.74,8.45,1.29,1,,,,,,,,,,,,,,,,24.74,23.04
Baldwin,1,131,110,5,18.9,17.8,17.5,16.8,5,14.5,482.6,457.51,25.09,239.33,224.24,15.09,9.19,8.02,1.17,1,,,,,,,,,,,,,,,,24.02,22.45
Baldwin,1,131,110,6,17.8,17.5,16.8,16.5,5,19.5,465.8,442.09,23.71,224.5,209.31,15.19,8.5,7.56,0.94,1,,,,,,,,,,,,,,,,23.1,21.79
Baldwin,1,131,110,7,17.5,16.8,16.5,15.7,5,24.5,447,428.15,18.85,238.86,227.55,11.32,8.02,7.07,0.95,1,,,,,,,,,,,,,,,,22.45,21.07
Baldwin,1,131,110,8,16.8,15.8,15.7,15,5,29.5,410.4,392.63,17.77,191.84,180.26,11.58,7.25,6.43,0.82,1,,,,,,,,,,,,,,,,21.34,20.09
Baldwin,1,131,110,9,15.8,15.8,15,14.8,5,34.5,388.6,368.76,19.84,175.25,163.65,11.6,6.81,6.05,0.75,1,,,,,,,,,,,,,,,,20.68,19.5
Baldwin,1,131,110,10,15.8,14.8,14.8,14,4.5,39.5,382.2,363.62,18.58,176.99,166.76,10.23,5.75,5.09,0.66,1,,,,,,,,,,,,,,,,18.02,16.96
Baldwin,1,131,110,11,14.8,13.7,14,13.2,5.5,44,321.2,307.53,13.67,138.76,131.44,7.32,6.1,5.55,0.55,1,,,,,,,,,,,,,,,,20.52,19.58
Baldwin,1,131,110,12,13.7,13.7,13.2,12.9,5,49.5,304.8,292.44,12.36,125.55,118.98,6.56,5.12,4.64,0.47,1,,,,,,,,,,,,,,,,17.93,17.08
Baldwin,1,131,110,13,13.7,11.2,12.9,10.8,4.5,54.5,257.5,243.02,14.48,119.37,110.87,8.5,3.84,3.47,0.37,1,,,,,,,,,,,,,,,,14.67,13.96
Baldwin,1,131,110,14,11.2,10.7,10.8,10,5,59,211.9,199.34,12.56,90.87,85.03,5.84,3.27,2.95,0.32,1,,,,,,,,,,,,,,,,14.33,13.61
Baldwin,1,131,110,15,10.7,9.2,10,8.7,5,64,172.1,159.58,12.52,77.39,71.06,6.33,2.72,2.4,0.32,1,,,,,,,,,,,,,,,,13.02,12.24
Baldwin,1,131,110,16,9.2,7,8.7,6.4,5,69,131.3,121.39,9.91,55.92,50.57,5.35,1.82,1.59,0.23,1,,,,,,,,,,,,,,,,10.6,9.88
Baldwin,1,131,110,17,7,4.3,6.4,4,5,74,70.7,63.49,7.21,30.35,27.15,3.19,0.92,0.78,0.14,1,,,,,,,,,,,,,,,,7.4,6.81
Baldwin,1,131,110,18,4.3,2.8,4,2.6,5,79,23,21.47,1.53,10.46,9.79,0.67,0.36,0.31,0.05,1,,,,,,,,,,,,,,,,4.65,4.32
Baldwin,1,131,110,19,2.8,0,2.6,0,7,84,6.7,5.96,0.74,2.7,2.36,0.34,0.1,0.09,0.01,1,,,,,,,,,,,,,,,,2.57,2.38
Baldwin,1,131,111,1,25.5,21.4,22.7,19.8,1.5,0.5,157.1,137.13,19.97,83.95,71.77,12.18,4.53,3.71,0.82,1,,,,,,,,,,,,,,,,9.21,8.34
Baldwin,1,131,111,2,21.4,20.3,19.8,18.3,2.5,2,308.6,291.37,17.23,171.85,161.73,10.13,5.93,4.96,0.98,1,,,,,,,,,,,,,,,,13.65,12.47
Baldwin,1,131,111,3,20.3,19.3,18.3,17.7,5,4.5,640.2,589.49,50.71,353.26,318.23,35.03,10.7,8.84,1.86,1,,,,,,,,,,,,,,,,25.92,23.56
Baldwin,1,131,111,4,19.3,18.7,17.7,17.3,4.5,9.5,543.3,375.75,167.55,311.22,201.94,109.28,8.86,7.52,1.34,1,,,,,,,,,,,,,,,,22.38,20.62
Baldwin,1,131,111,5,18.7,17.7,17.3,16.7,5.5,14,500.9,486.5,14.4,270.33,261.66,8.67,9.94,8.67,1.27,1,,,,,,,,,,,,,,,,26.21,24.48
Baldwin,1,131,111,6,17.7,17.6,16.7,16.4,5,19.5,412.6,388.62,23.98,220.7,205.88,14.82,8.5,7.47,1.03,1,,,,,,,,,,,,,,,,23.1,21.66
Baldwin,1,131,111,7,17.6,16.4,16.4,15.5,4.5,24.5,384.8,364.15,20.65,204.95,192.46,12.49,7.1,6.25,0.85,1,,,,,,,,,,,,,,,,20.03,18.79
Baldwin,1,131,111,8,16.4,15.8,15.5,14.7,5,29,381.3,364,17.3,196.39,187.21,9.18,7.07,6.22,0.85,1,,,,,,,,,,,,,,,,21.07,19.77
Baldwin,1,131,111,9,15.8,15.4,14.7,14.2,5,34,358.4,340.12,18.28,181.9,173.22,8.69,6.64,5.7,0.94,1,,,,,,,,,,,,,,,,20.42,18.91
Baldwin,1,131,111,10,15.4,14.5,14.2,13.5,5.5,39,363.8,343.21,20.59,198.54,187.9,10.64,6.71,5.76,0.95,1,,,,,,,,,,,,,,,,21.53,19.94
Baldwin,1,131,111,11,14.5,14.4,13.5,13.3,5,44.5,302.4,285.57,16.83,151.46,142.53,8.93,5.69,4.9,0.8,1,,,,,,,,,,,,,,,,18.91,17.54
Baldwin,1,131,111,12,14.4,13.4,13.3,12.5,5,49.5,294.7,276.26,18.44,155.5,146.4,9.1,5.28,4.54,0.73,1,,,,,,,,,,,,,,,,18.2,16.89
Baldwin,1,131,111,13,13.4,11.9,12.5,11.2,5,54.5,260.1,244.98,15.12,139.07,131.9,7.17,4.38,3.84,0.54,1,,,,,,,,,,,,,,,,16.56,15.51
Baldwin,1,131,111,14,11.9,10.2,11.2,9.7,5,59.5,223.6,210.38,13.22,115.8,109.13,6.67,3.35,2.99,0.36,1,,,,,,,,,,,,,,,,14.46,13.68
Baldwin,1,131,111,15,10.2,8.8,9.7,8.2,5,64.5,176.4,164.66,11.74,88.12,81.92,6.2,2.47,2.2,0.27,1,,,,,,,,,,,,,,,,12.44,11.72
Baldwin,1,131,111,16,8.8,7,8.2,6.5,5,69.5,102.1,93.99,8.11,54.05,50.1,3.95,1.72,1.49,0.23,1,,,,,,,,,,,,,,,,10.34,9.62
Baldwin,1,131,111,17,7,4.5,6.5,4.3,5,74.5,68.5,62.75,5.75,32.89,30.41,2.48,0.94,0.83,0.12,1,,,,,,,,,,,,,,,,7.53,7.07
Baldwin,1,131,111,18,4.5,2.4,4.3,2.3,5,79.5,24.6,22.38,2.22,11.39,10.59,0.8,0.35,0.32,0.03,1,,,,,,,,,,,,,,,,4.52,4.32
Baldwin,1,131,111,19,2.4,0,2.3,0,5.5,84.5,5.4,4.66,0.74,2.19,1.98,0.21,0.06,0.05,0,1,,,,,,,,,,,,,,,,1.73,1.66
Baldwin,1,131,112,1,18.3,17,14.8,13.3,1.5,0.5,96.8,91.45,5.35,50.88,47.96,2.92,2.55,1.62,0.93,1,,,,,,,,,,,,,,,,6.93,5.52
Baldwin,1,131,112,2,17,15.2,13.3,12.8,2.5,2,164.3,151.5,12.8,87.06,79,8.06,3.55,2.32,1.22,1,,,,,,,,,,,,,,,,10.54,8.54
Baldwin,1,131,112,3,15.2,13.9,12.8,12,5,4.5,299.8,274.08,25.72,154.88,140.04,14.83,5.78,4.2,1.59,1,,,,,,,,,,,,,,,,19.05,16.23
Baldwin,1,131,112,4,13.9,13,12,11.5,5,9.5,259.1,234.73,24.37,128.51,115.05,13.46,4.94,3.77,1.17,1,,,,,,,,,,,,,,,,17.61,15.38
Baldwin,1,131,112,5,13,12.3,11.5,11,5,14.5,247,226.53,20.47,114.2,104.55,9.64,4.37,3.45,0.91,1,,,,,,,,,,,,,,,,16.56,14.73
Baldwin,1,131,112,6,12.3,12.2,11,10.7,5,19.5,226,208.71,17.29,100.71,91.7,9,4.09,3.21,0.88,1,,,,,,,,,,,,,,,,16.04,14.2
Baldwin,1,131,112,7,12.2,11.7,10.7,10.2,5,24.5,210.9,193.44,17.46,93.86,83.77,10.1,3.9,2.98,0.92,1,,,,,,,,,,,,,,,,15.64,13.68
Baldwin,1,131,112,8,11.7,10.5,10.2,9.3,5.5,29.5,218.2,199.89,18.31,92.68,82.77,9.91,3.71,2.86,0.85,1,,,,,,,,,,,,,,,,15.98,14.04
Baldwin,1,131,112,9,10.5,9.7,9.3,8.6,5,35,148.9,136.3,12.6,61.54,55.6,5.94,2.79,2.19,0.6,1,,,,,,,,,,,,,,,,13.22,11.72
Baldwin,1,131,112,10,9.7,8,8.6,7.1,5,40,137.6,125.59,12.01,57.98,52.5,5.48,2.16,1.7,0.46,1,,,,,,,,,,,,,,,,11.58,10.28
Baldwin,1,131,112,11,8,6.1,7.1,5.3,5.5,45,81.3,73.19,8.11,34.68,30.77,3.91,1.52,1.18,0.34,1,,,,,,,,,,,,,,,,10.15,8.93
Baldwin,1,131,112,12,6.1,2.9,5.3,2.5,6.5,50.5,37.7,32.83,4.87,16.69,14.48,2.21,0.81,0.61,0.2,1,,,,,,,,,,,,,,,,7.66,6.64
Baldwin,1,131,112,13,2.9,0,2.5,0,8,57,7.5,6.1,1.4,3.14,2.66,0.48,0.12,0.09,0.03,1,,,,,,,,,,,,,,,,3.04,2.62
Baldwin,1,131,113,1,18.4,16.1,15.6,13.5,1.5,0.5,97,89.17,7.83,53.95,49.72,4.23,2.45,1.74,0.7,1,,,,,,,,,,,,,,,,6.77,5.71
Baldwin,1,131,113,2,16.1,14.7,13.5,12.4,2.5,2,146.4,133.42,12.98,84.58,76.91,7.68,3.24,2.29,0.95,1,,,,,,,,,,,,,,,,10.08,8.48
Baldwin,1,131,113,3,14.7,13,12.4,11.5,5,4.5,265.5,242.77,22.73,161.98,148.17,13.81,5.25,3.9,1.35,1,,,,,,,,,,,,,,,,18.13,15.64
Baldwin,1,131,113,4,13,12.3,11.5,11.1,5,9.5,228.2,207.53,20.67,134.01,121.87,12.14,4.37,3.48,0.88,1,,,,,,,,,,,,,,,,16.56,14.79
Baldwin,1,131,113,5,12.3,12.1,11.1,11,5,14.5,211.4,195.81,15.59,114.93,106.3,8.63,4.06,3.33,0.73,1,,,,,,,,,,,,,,,,15.97,14.46
Baldwin,1,131,113,6,12.1,11.7,11,10.5,5,19.5,210.7,194.98,15.72,108.63,100.71,7.92,3.86,3.15,0.71,1,,,,,,,,,,,,,,,,15.58,14.07
Baldwin,1,131,113,7,11.7,11.5,10.5,10,5,24.5,188.5,173.1,15.4,92.24,84.46,7.79,3.67,2.87,0.8,1,,,,,,,,,,,,,,,,15.18,13.42
Baldwin,1,131,113,8,11.5,10.9,10,9.8,5,29.5,167.9,154.32,13.58,81.62,75.18,6.44,3.42,2.67,0.75,1,,,,,,,,,,,,,,,,14.66,12.96
Baldwin,1,131,113,9,10.9,9.7,9.8,8.9,5.5,34.5,152.9,139.31,13.59,74.41,68.06,6.35,3.19,2.63,0.56,1,,,,,,,,,,,,,,,,14.83,13.46
Baldwin,1,131,113,10,9.7,8.7,8.9,7.9,4.5,40,131.6,120.08,11.52,63.71,58.82,4.89,2.08,1.74,0.35,1,,,,,,,,,,,,,,,,10.84,9.9
Baldwin,1,131,113,11,8.7,7.2,7.9,6.5,5,44.5,98.9,90.2,8.7,46.38,42.88,3.51,1.74,1.43,0.31,1,,,,,,,,,,,,,,,,10.41,9.42
Baldwin,1,131,113,12,7.2,5.5,6.5,5,5,49.5,66.3,59.96,6.34,31.59,29.07,2.52,1.12,0.92,0.2,1,,,,,,,,,,,,,,,,8.31,7.53
Baldwin,1,131,113,13,5.5,3.5,5,3.1,5,54.5,33.4,29.48,3.92,15.13,13.76,1.37,0.58,0.47,0.11,1,,,,,,,,,,,,,,,,5.89,5.3
Baldwin,1,131,113,14,3.5,2.1,3.1,2,5,59.5,11.2,9.41,1.79,4.89,4.21,0.68,0.23,0.19,0.04,1,,,,,,,,,,,,,,,,3.67,3.34
Baldwin,1,131,113,15,2.1,0,2,0,5.5,64.5,2.9,2.26,0.64,1.18,0.96,0.22,0.04,0.04,0,1,,,,,,,,,,,,,,,,1.51,1.44
Baldwin,1,131,114,1,17,15.2,14,12.3,1.5,0.5,90,80.68,9.32,51.54,46.13,5.41,2.13,1.42,0.71,1,,,,,,,,,,,,,,,,6.32,5.16
